[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Nivel],[Tipo],[Cuenta de la subcuenta],[Desglose de la subcuenta],[C/D de la subcuenta],[Ultimo epigrafe],[Izquierda(3)],[Sin signo],[Orden],[Order parent]
412060,Fabricación de productos metálicos para uso estructural,Fabricación de productos metálicos para uso estructural,Revenue,C,,No,,4120,,,,,,,,,,  
412061,Forja, prensado, estampado, laminado de metal y pulvimetalurgia,Forja, prensado, estampado, laminado de metal y pulvimetalurgia,Revenue,C,,No,,4120,,,,,,,,,,  
412062,Revestimiento de metales y obras de ingeniería mecánica,Revestimiento de metales y obras de ingeniería mecánica,Revenue,C,,No,,4120,,,,,,,,,,  
412063,Fabricación de artículos de ferretería,Fabricación de artículos de ferretería,Revenue,C,,No,,4120,,,,,,,,,,  
412064,Elaboración de otros productos de metal,Elaboración de otros productos de metal,Revenue,C,,No,,4120,,,,,,,,,,  
412065,Fabricación de maquinaria y equipo,Fabricación de maquinaria y equipo,Revenue,C,,No,,4120,,,,,,,,,,  
412066,Fabricación de equipos de elevación y manipulación,Fabricación de equipos de elevación y manipulación,Revenue,C,,No,,4120,,,,,,,,,,  
412067,Elaboración de aparatos de uso doméstico,Elaboración de aparatos de uso doméstico,Revenue,C,,No,,4120,,,,,,,,,,  
412068,Elaboración de equipo de oficina,Elaboración de equipo de oficina,Revenue,C,,No,,4120,,,,,,,,,,  
412069,Elaboración de pilas y baterías primarias,Elaboración de pilas y baterías primarias,Revenue,C,,No,,4120,,,,,,,,,,  
412070,Elaboración de equipo de iluminación,Elaboración de equipo de iluminación,Revenue,C,,No,,4120,,,,,,,,,,  
412071,Elaboración de otros tipos de equipo eléctrico,Elaboración de otros tipos de equipo eléctrico,Revenue,C,,No,,4120,,,,,,,,,,  
412072,Fabricación de equipos de radio, televisión y comunicaciones,Fabricación de equipos de radio, televisión y comunicaciones,Revenue,C,,No,,4120,,,,,,,,,,  
412073,Fabricación de aparatos e instrumentos médicos,Fabricación de aparatos e instrumentos médicos,Revenue,C,,No,,4120,,,,,,,,,,  
412074,Fabricación de instrumentos de medición y control,Fabricación de instrumentos de medición y control,Revenue,C,,No,,4120,,,,,,,,,,  
412075,Fabricación de instrumentos de óptica y equipo fotográfico,Fabricación de instrumentos de óptica y equipo fotográfico,Revenue,C,,No,,4120,,,,,,,,,,  
412076,Fabricación de relojes,Fabricación de relojes,Revenue,C,,No,,4120,,,,,,,,,,  
412077,Fabricación de vehículos automotores,Fabricación de vehículos automotores,Revenue,C,,No,,4120,,,,,,,,,,  
412078,Fabricación de carrocerías para automotores,Fabricación de carrocerías para automotores,Revenue,C,,No,,4120,,,,,,,,,,  
412079,Fabricación de partes piezas y accesorios para automotores,Fabricación de partes piezas y accesorios para automotores,Revenue,C,,No,,4120,,,,,,,,,,  
412080,Fabricación y reparación de buques y otras embarcaciones,Fabricación y reparación de buques y otras embarcaciones,Revenue,C,,No,,4120,,,,,,,,,,  
412081,Fabricación de locomotoras y material rodante para ferrocarriles,Fabricación de locomotoras y material rodante para ferrocarriles,Revenue,C,,No,,4120,,,,,,,,,,  
412082,Fabricación de aeronaves,Fabricación de aeronaves,Revenue,C,,No,,4120,,,,,,,,,,  
412083,Fabricación de motocicletas,Fabricación de motocicletas,Revenue,C,,No,,4120,,,,,,,,,,  
412084,Fabricación de bicicletas y sillas de ruedas,Fabricación de bicicletas y sillas de ruedas,Revenue,C,,No,,4120,,,,,,,,,,  
412085,Fabricación de otros tipos de transporte,Fabricación de otros tipos de transporte,Revenue,C,,No,,4120,,,,,,,,,,  
412086,Fabricación de muebles,Fabricación de muebles,Revenue,C,,No,,4120,,,,,,,,,,  
412087,Fabricación de joyas y artículos conexos,Fabricación de joyas y artículos conexos,Revenue,C,,No,,4120,,,,,,,,,,  
412088,Fabricación de instrumentos de música,Fabricación de instrumentos de música,Revenue,C,,No,,4120,,,,,,,,,,  
412089,Fabricación de artículos y equipo para deporte,Fabricación de artículos y equipo para deporte,Revenue,C,,No,,4120,,,,,,,,,,  
412090,Fabricación de juegos y juguetes,Fabricación de juegos y juguetes,Revenue,C,,No,,4120,,,,,,,,,,  
412091,Reciclamiento de desperdicios,Reciclamiento de desperdicios,Revenue,C,,No,,4120,,,,,,,,,,  
412095,Productos de otras industrias manufactureras,Productos de otras industrias manufactureras,Revenue,C,,No,,4120,,,,,,,,,,  
412099,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4120,,,,,,,,,,  
4125,Suministro de electricidad, gas y agua,Suministro de electricidad, gas y agua,Revenue,C,,Yes,,41,,,,,,,,,,  
412505,Generación, captación y distribución de energía eléctrica,Generación, captación y distribución de energía eléctrica,Revenue,C,,No,,4125,,,,,,,,,,  
412510,Fabricación de gas y distribución de combustibles gaseosos,Fabricación de gas y distribución de combustibles gaseosos,Revenue,C,,No,,4125,,,,,,,,,,  
412515,Captación, depuración y distribución de agua ,Captación, depuración y distribución de agua ,Revenue,C,,No,,4125,,,,,,,,,,  
412595,Actividades conexas,Actividades conexas,Revenue,C,,No,,4125,,,,,,,,,,  
412599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4125,,,,,,,,,,  
4130,Construcción,Construcción,Revenue,C,,No,,41,,,,,,,,,,  
413005,Preparación de terrenos,Preparación de terrenos,Revenue,C,,No,,4130,,,,,,,,,,  
413010,Construcción de edificios y obras de ingeniería civil,Construcción de edificios y obras de ingeniería civil,Revenue,C,,No,,4130,,,,,,,,,,  
413015,Acondicionamiento de edificios,Acondicionamiento de edificios,Revenue,C,,No,,4130,,,,,,,,,,  
413020,Terminación de edificaciones,Terminación de edificaciones,Revenue,C,,No,,4130,,,,,,,,,,  
413025,Alquiler de equipo con operarios,Alquiler de equipo con operarios,Revenue,C,,No,,4130,,,,,,,,,,  
413095,Actividades conexas,Actividades conexas,Revenue,C,,No,,4130,,,,,,,,,,  
413099,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4130,,,,,,,,,,  
4135,Comercio al por mayor y al por menor,Comercio al por mayor y al por menor,Revenue,C,,Yes,,41,,,,,,,,,,  
413502,Venta de vehículos automotores,Venta de vehículos automotores,Revenue,C,,No,,4135,,,,,,,,,,  
413504,Mantenimiento, reparación y lavado de vehículos automotores,Mantenimiento, reparación y lavado de vehículos automotores,Revenue,C,,No,,4135,,,,,,,,,,  
413506,Venta de partes, piezas y accesorios de vehículos automotores,Venta de partes, piezas y accesorios de vehículos automotores,Revenue,C,,No,,4135,,,,,,,,,,  
413508,Venta de combustibles sólidos, líquidos, gaseosos,Venta de combustibles sólidos, líquidos, gaseosos,Revenue,C,,No,,4135,,,,,,,,,,  
413510,Venta de lubricantes, aditivos, llantas y lujos para automotores,Venta de lubricantes, aditivos, llantas y lujos para automotores,Revenue,C,,No,,4135,,,,,,,,,,  
413512,Venta a cambio de retribución o por contrata,Venta a cambio de retribución o por contrata,Revenue,C,,No,,4135,,,,,,,,,,  
413514,Venta de insumos, materias primas agropecuarias y flores,Venta de insumos, materias primas agropecuarias y flores,Revenue,C,,No,,4135,,,,,,,,,,  
413516,Venta de otros insumos y materias primas no agropecuarias,Venta de otros insumos y materias primas no agropecuarias,Revenue,C,,No,,4135,,,,,,,,,,  
413518,Venta de animales vivos y cueros,Venta de animales vivos y cueros,Revenue,C,,No,,4135,,,,,,,,,,  
413520,Venta de productos en almacenes no especializados,Venta de productos en almacenes no especializados,Revenue,C,,No,,4135,,,,,,,,,,  
413522,Venta de productos agropecuarios,Venta de productos agropecuarios,Revenue,C,,No,,4135,,,,,,,,,,  
413524,Venta de productos textiles, de vestir, de cuero y calzado,Venta de productos textiles, de vestir, de cuero y calzado,Revenue,C,,No,,4135,,,,,,,,,,  
413526,Venta de papel y cartón,Venta de papel y cartón,Revenue,C,,No,,4135,,,,,,,,,,  
413528,Venta de libros, revistas, elementos de papelería, útiles y textos escolares,Venta de libros, revistas, elementos de papelería, útiles y textos escolares,Revenue,C,,No,,4135,,,,,,,,,,  
413530,Venta de juegos, juguetes y artículos deportivos,Venta de juegos, juguetes y artículos deportivos,Revenue,C,,No,,4135,,,,,,,,,,  
413532,Venta de instrumentos quirúrgicos y ortopédicos,Venta de instrumentos quirúrgicos y ortopédicos,Revenue,C,,No,,4135,,,,,,,,,,  
413534,Venta de artículos en relojerías y joyerías,Venta de artículos en relojerías y joyerías,Revenue,C,,No,,4135,,,,,,,,,,  
413536,Venta de electrodomésticos y muebles,Venta de electrodomésticos y muebles,Revenue,C,,No,,4135,,,,,,,,,,  
413538,Venta de productos de aseo, farmacéuticos, medicinales, y artículos de tocador,Venta de productos de aseo, farmacéuticos, medicinales, y artículos de tocador,Revenue,C,,No,,4135,,,,,,,,,,  
413540,Venta de cubiertos, vajillas, cristalería, porcelanas, cerámicas y otros artículos de uso doméstico,Venta de cubiertos, vajillas, cristalería, porcelanas, cerámicas y otros artículos de uso doméstico,Revenue,C,,No,,4135,,,,,,,,,,  
413542,Venta de materiales de construcción, fontanería y calefacción,Venta de materiales de construcción, fontanería y calefacción,Revenue,C,,No,,4135,,,,,,,,,,  
413544,Venta de pinturas y lacas,Venta de pinturas y lacas,Revenue,C,,No,,4135,,,,,,,,,,  
413546,Venta de productos de vidrios y marquetería,Venta de productos de vidrios y marquetería,Revenue,C,,No,,4135,,,,,,,,,,  
413548,Venta de herramientas y artículos de ferretería,Venta de herramientas y artículos de ferretería,Revenue,C,,No,,4135,,,,,,,,,,  
413550,Venta de químicos,Venta de químicos,Revenue,C,,No,,4135,,,,,,,,,,  
413552,Venta de productos intermedios, desperdicios y desechos,Venta de productos intermedios, desperdicios y desechos,Revenue,C,,No,,4135,,,,,,,,,,  
413554,Venta de maquinaria, equipo de oficina y programas de computador,Venta de maquinaria, equipo de oficina y programas de computador,Revenue,C,,No,,4135,,,,,,,,,,  
413556,Venta de artículos en cacharrerías y misceláneas,Venta de artículos en cacharrerías y misceláneas,Revenue,C,,No,,4135,,,,,,,,,,  
413558,Venta de instrumentos musicales,Venta de instrumentos musicales,Revenue,C,,No,,4135,,,,,,,,,,  
413560,Venta de artículos en casas de empeño y prenderías,Venta de artículos en casas de empeño y prenderías,Revenue,C,,No,,4135,,,,,,,,,,  
413562,Venta de equipo fotográfico,Venta de equipo fotográfico,Revenue,C,,No,,4135,,,,,,,,,,  
413564,Venta de equipo óptico y de precisión,Venta de equipo óptico y de precisión,Revenue,C,,No,,4135,,,,,,,,,,  
413566,Venta de empaques,Venta de empaques,Revenue,C,,No,,4135,,,,,,,,,,  
413568,Venta de equipo profesional y científico,Venta de equipo profesional y científico,Revenue,C,,No,,4135,,,,,,,,,,  
413570,Venta de loterías, rifas, chance, apuestas y similares,Venta de loterías, rifas, chance, apuestas y similares,Revenue,C,,No,,4135,,,,,,,,,,  
413572,Reparación de efectos personales y electrodomésticos,Reparación de efectos personales y electrodomésticos,Revenue,C,,No,,4135,,,,,,,,,,  
413595,Venta de otros productos,Venta de otros productos,Revenue,C,,No,,4135,,,,,,,,,,  
413599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4135,,,,,,,,,,  
4140,Hoteles y restaurantes,Hoteles y restaurantes,Revenue,C,,Yes,,41,,,,,,,,,,  
414005,Hotelería,Hotelería,Revenue,C,,No,,4140,,,,,,,,,,  
414010,Campamento y otros tipos de hospedaje,Campamento y otros tipos de hospedaje,Revenue,C,,No,,4140,,,,,,,,,,  
414015,Restaurantes,Restaurantes,Revenue,C,,No,,4140,,,,,,,,,,  
414020,Bares y cantinas,Bares y cantinas,Revenue,C,,No,,4140,,,,,,,,,,  
414095,Actividades conexas,Actividades conexas,Revenue,C,,No,,4140,,,,,,,,,,  
414099,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4140,,,,,,,,,,  
4145,Transporte, almacenamiento y comunicaciones,Transporte, almacenamiento y comunicaciones,Revenue,C,,Yes,,41,,,,,,,,,,  
414505,Servicio de transporte por carretera,Servicio de transporte por carretera,Revenue,C,,No,,4145,,,,,,,,,,  
414510,Servicio de transporte por vía férrea ,Servicio de transporte por vía férrea ,Revenue,C,,No,,4145,,,,,,,,,,  
414515,Servicio de transporte por vía acuática,Servicio de transporte por vía acuática,Revenue,C,,No,,4145,,,,,,,,,,  
414520,Servicio de transporte por vía aérea,Servicio de transporte por vía aérea,Revenue,C,,No,,4145,,,,,,,,,,  
414525,Servicio de transporte por tuberías,Servicio de transporte por tuberías,Revenue,C,,No,,4145,,,,,,,,,,  
414530,Manipulación de carga,Manipulación de carga,Revenue,C,,No,,4145,,,,,,,,,,  
414535,Almacenamiento y depósito,Almacenamiento y depósito,Revenue,C,,No,,4145,,,,,,,,,,  
414540,Servicios complementarios para el transporte,Servicios complementarios para el transporte,Revenue,C,,No,,4145,,,,,,,,,,  
414545,Agencias de viaje,Agencias de viaje,Revenue,C,,No,,4145,,,,,,,,,,  
414550,Otras agencias de transporte,Otras agencias de transporte,Revenue,C,,No,,4145,,,,,,,,,,  
414555,Servicio postal y de correo,Servicio postal y de correo,Revenue,C,,No,,4145,,,,,,,,,,  
414560,Servicio telefónico,Servicio telefónico,Revenue,C,,No,,4145,,,,,,,,,,  
414565,Servicio de telégrafo,Servicio de telégrafo,Revenue,C,,No,,4145,,,,,,,,,,  
414570,Servicio de transmisión de datos,Servicio de transmisión de datos,Revenue,C,,No,,4145,,,,,,,,,,  
414575,Servicio de radio y televisión por cable,Servicio de radio y televisión por cable,Revenue,C,,No,,4145,,,,,,,,,,  
414580,Transmisión de sonido e imágenes por contrato,Transmisión de sonido e imágenes por contrato,Revenue,C,,No,,4145,,,,,,,,,,  
414595,Actividades conexas,Actividades conexas,Revenue,C,,No,,4145,,,,,,,,,,  
414599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4145,,,,,,,,,,  
4150,Actividad financiera,Actividad financiera,Revenue,C,,Yes,,41,,,,,,,,,,  
415005,Venta de inversiones,Venta de inversiones,Revenue,C,,No,,4150,,,,,,,,,,  
415010,Dividendos de sociedades anónimas y/o asimiladas,Dividendos de sociedades anónimas y/o asimiladas,Revenue,C,,No,,4150,,,,,,,,,,  
415015,Participaciones de sociedades limitadas y/o asimiladas,Participaciones de sociedades limitadas y/o asimiladas,Revenue,C,,No,,4150,,,,,,,,,,  
415020,Intereses,Intereses,Revenue,C,,No,,4150,,,,,,,,,,  
415025,Reajuste monetario-UPAC (hoy UVR),Reajuste monetario-UPAC (hoy UVR),Revenue,C,,No,,4150,,,,,,,,,,  
415030,Comisiones,Comisiones,Revenue,C,,No,,4150,,,,,,,,,,  
415035,Operaciones de descuento,Operaciones de descuento,Revenue,C,,No,,4150,,,,,,,,,,  
415040,Cuotas de inscripción-consorcios,Cuotas de inscripción-consorcios,Revenue,C,,No,,4150,,,,,,,,,,  
415045,Cuotas de administración-consorcios,Cuotas de administración-consorcios,Revenue,C,,No,,4150,,,,,,,,,,  
415050,Reajuste del sistema-consorcios,Reajuste del sistema-consorcios,Revenue,C,,No,,4150,,,,,,,,,,  
415055,Eliminación de suscriptores-consorcios,Eliminación de suscriptores-consorcios,Revenue,C,,No,,4150,,,,,,,,,,  
415060,Cuotas de ingreso o retiro-sociedad administradora,Cuotas de ingreso o retiro-sociedad administradora,Revenue,C,,No,,4150,,,,,,,,,,  
415065,Servicios a comisionistas,Servicios a comisionistas,Revenue,C,,No,,4150,,,,,,,,,,  
415070,Inscripciones y cuotas,Inscripciones y cuotas,Revenue,C,,No,,4150,,,,,,,,,,  
415075,Recuperación de garantías,Recuperación de garantías,Revenue,C,,No,,4150,,,,,,,,,,  
415080,Ingresos método de participación,Ingresos método de participación,Revenue,C,,No,,4150,,,,,,,,,,  
415095,Actividades conexas,Actividades conexas,Revenue,C,,No,,4150,,,,,,,,,,  
415099,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4150,,,,,,,,,,  
4155,Actividades inmobiliarias, empresariales y de alquiler,Actividades inmobiliarias, empresariales y de alquiler,Revenue,C,,Yes,,41,,,,,,,,,,  
415505,Arrendamientos de bienes inmuebles,Arrendamientos de bienes inmuebles,Revenue,C,,No,,4155,,,,,,,,,,  
415510,Inmobiliarias por retribución o contrata,Inmobiliarias por retribución o contrata,Revenue,C,,No,,4155,,,,,,,,,,  
415515,Alquiler equipo de transporte,Alquiler equipo de transporte,Revenue,C,,No,,4155,,,,,,,,,,  
415520,Alquiler maquinaria y equipo,Alquiler maquinaria y equipo,Revenue,C,,No,,4155,,,,,,,,,,  
415525,Alquiler de efectos personales y enseres domésticos,Alquiler de efectos personales y enseres domésticos,Revenue,C,,No,,4155,,,,,,,,,,  
415530,Consultoría en equipo y programas de informática,Consultoría en equipo y programas de informática,Revenue,C,,No,,4155,,,,,,,,,,  
415535,Procesamiento de datos,Procesamiento de datos,Revenue,C,,No,,4155,,,,,,,,,,  
415540,Mantenimiento y reparación de maquinaria de oficina,Mantenimiento y reparación de maquinaria de oficina,Revenue,C,,No,,4155,,,,,,,,,,  
415545,Investigaciones científicas y de desarrollo,Investigaciones científicas y de desarrollo,Revenue,C,,No,,4155,,,,,,,,,,  
415550,Actividades empresariales de consultoría,Actividades empresariales de consultoría,Revenue,C,,No,,4155,,,,,,,,,,  
415555,Publicidad,Publicidad,Revenue,C,,No,,4155,,,,,,,,,,  
415560,Dotación de personal,Dotación de personal,Revenue,C,,No,,4155,,,,,,,,,,  
415565,Investigación y seguridad,Investigación y seguridad,Revenue,C,,No,,4155,,,,,,,,,,  
415570,Limpieza de inmuebles,Limpieza de inmuebles,Revenue,C,,No,,4155,,,,,,,,,,  
415575,Fotografía,Fotografía,Revenue,C,,No,,4155,,,,,,,,,,  
415580,Envase y empaque,Envase y empaque,Revenue,C,,No,,4155,,,,,,,,,,  
415585,Fotocopiado,Fotocopiado,Revenue,C,,No,,4155,,,,,,,,,,  
415590,Mantenimiento y reparación de maquinaria y equipo,Mantenimiento y reparación de maquinaria y equipo,Revenue,C,,No,,4155,,,,,,,,,,  
415595,Actividades conexas,Actividades conexas,Revenue,C,,No,,4155,,,,,,,,,,  
415599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4155,,,,,,,,,,  
4160,Enseñanza,Enseñanza,Revenue,C,,Yes,,41,,,,,,,,,,  
416005,Actividades relacionadas con la educación,Actividades relacionadas con la educación,Revenue,C,,No,,4160,,,,,,,,,,  
416095,Actividades conexas,Actividades conexas,Revenue,C,,No,,4160,,,,,,,,,,  
416099,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4160,,,,,,,,,,  
4165,Servicios sociales y de salud,Servicios sociales y de salud,Revenue,C,,Yes,,41,,,,,,,,,,  
416505,Servicio hospitalario,Servicio hospitalario,Revenue,C,,No,,4165,,,,,,,,,,  
416510,Servicio médico,Servicio médico,Revenue,C,,No,,4165,,,,,,,,,,  
416515,Servicio odontológico,Servicio odontológico,Revenue,C,,No,,4165,,,,,,,,,,  
416520,Servicio de laboratorio,Servicio de laboratorio,Revenue,C,,No,,4165,,,,,,,,,,  
416525,Actividades veterinarias,Actividades veterinarias,Revenue,C,,No,,4165,,,,,,,,,,  
416530,Actividades de servicios sociales,Actividades de servicios sociales,Revenue,C,,No,,4165,,,,,,,,,,  
416595,Actividades conexas,Actividades conexas,Revenue,C,,No,,4165,,,,,,,,,,  
416599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4165,,,,,,,,,,  
4170,Otras actividades de servicios comunitarios, sociales y personales,Otras actividades de servicios comunitarios, sociales y personales,Revenue,C,,Yes,,41,,,,,,,,,,  
417005,Eliminación de desperdicios y aguas residuales,Eliminación de desperdicios y aguas residuales,Revenue,C,,No,,4170,,,,,,,,,,  
417010,Actividades de asociación,Actividades de asociación,Revenue,C,,No,,4170,,,,,,,,,,  
417015,Producción y distribución de filmes y videocintas,Producción y distribución de filmes y videocintas,Revenue,C,,No,,4170,,,,,,,,,,  
417020,Exhibición de filmes y videocintas,Exhibición de filmes y videocintas,Revenue,C,,No,,4170,,,,,,,,,,  
417025,Actividad de radio y televisión,Actividad de radio y televisión,Revenue,C,,No,,4170,,,,,,,,,,  
417030,Actividad teatral, musical y artística,Actividad teatral, musical y artística,Revenue,C,,No,,4170,,,,,,,,,,  
417035,Grabación y producción de discos,Grabación y producción de discos,Revenue,C,,No,,4170,,,,,,,,,,  
417040,Entretenimiento y esparcimiento,Entretenimiento y esparcimiento,Revenue,C,,No,,4170,,,,,,,,,,  
417045,Agencias de noticias,Agencias de noticias,Revenue,C,,No,,4170,,,,,,,,,,  
417050,Lavanderías y similares,Lavanderías y similares,Revenue,C,,No,,4170,,,,,,,,,,  
417055,Peluquerías y similares,Peluquerías y similares,Revenue,C,,No,,4170,,,,,,,,,,  
417060,Servicios funerarios,Servicios funerarios,Revenue,C,,No,,4170,,,,,,,,,,  
417065,Zonas francas,Zonas francas,Revenue,C,,No,,4170,,,,,,,,,,  
417095,Actividades conexas,Actividades conexas,Revenue,C,,No,,4170,,,,,,,,,,  
417099,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4170,,,,,,,,,,  
4175,Devoluciones  en ventas (DB),Devoluciones  en ventas (DB),Revenue,C,,Yes,,41,,,,,,,,,,  
417599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4175,,,,,,,,,,  
42,No operacionales,No operacionales,Revenue,C,,Yes,,4,,,,,,,,,,  
4205,Otras ventas ,Otras ventas ,Revenue,C,,Yes,,42,,,,,,,,,,  
420505,Materia prima,Materia prima,Revenue,C,,No,,4205,,,,,,,,,,  
420510,Material de desecho,Material de desecho,Revenue,C,,No,,4205,,,,,,,,,,  
420515,Materiales varios,Materiales varios,Revenue,C,,No,,4205,,,,,,,,,,  
420520,Productos de diversificación,Productos de diversificación,Revenue,C,,No,,4205,,,,,,,,,,  
420525,Excedentes de exportación,Excedentes de exportación,Revenue,C,,No,,4205,,,,,,,,,,  
420530,Envases y empaques,Envases y empaques,Revenue,C,,No,,4205,,,,,,,,,,  
420535,Productos agrícolas,Productos agrícolas,Revenue,C,,No,,4205,,,,,,,,,,  
420540,De propaganda,De propaganda,Revenue,C,,No,,4205,,,,,,,,,,  
420545,Productos en remate,Productos en remate,Revenue,C,,No,,4205,,,,,,,,,,  
420550,Combustibles y lubricantes,Combustibles y lubricantes,Revenue,C,,No,,4205,,,,,,,,,,  
420599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4205,,,,,,,,,,  
4210,Financieros,Financieros,Revenue,C,,Yes,,42,,,,,,,,,,  
421005,Intereses,Intereses,Revenue,C,,No,,4210,,,,,,,,,,  
421010,Reajuste monetario-UPAC (hoy UVR),Reajuste monetario-UPAC (hoy UVR),Revenue,C,,No,,4210,,,,,,,,,,  
421015,Descuentos amortizados,Descuentos amortizados,Revenue,C,,No,,4210,,,,,,,,,,  
421020,Diferencia en cambio,Diferencia en cambio,Revenue,C,,No,,4210,,,,,,,,,,  
421025,Financiación vehículos,Financiación vehículos,Revenue,C,,No,,4210,,,,,,,,,,  
421030,Financiación sistemas de viajes,Financiación sistemas de viajes,Revenue,C,,No,,4210,,,,,,,,,,  
421035,Aceptaciones bancarias,Aceptaciones bancarias,Revenue,C,,No,,4210,,,,,,,,,,  
421040,Descuentos comerciales condicionados,Descuentos comerciales condicionados,Revenue,C,,No,,4210,,,,,,,,,,  
421045,Descuentos bancarios,Descuentos bancarios,Revenue,C,,No,,4210,,,,,,,,,,  
421050,Comisiones cheques de otras plazas,Comisiones cheques de otras plazas,Revenue,C,,No,,4210,,,,,,,,,,  
421055,Multas y recargos,Multas y recargos,Revenue,C,,No,,4210,,,,,,,,,,  
421060,Sanciones cheques devueltos,Sanciones cheques devueltos,Revenue,C,,No,,4210,,,,,,,,,,  
421095,Otros,Otros,Revenue,C,,No,,4210,,,,,,,,,,  
421099,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4210,,,,,,,,,,  
4215,Dividendos y participaciones,Dividendos y participaciones,Revenue,C,,Yes,,42,,,,,,,,,,  
421505,De sociedades anónimas y/o asimiladas,De sociedades anónimas y/o asimiladas,Revenue,C,,No,,4215,,,,,,,,,,  
421510,De sociedades limitadas y/o asimiladas,De sociedades limitadas y/o asimiladas,Revenue,C,,No,,4215,,,,,,,,,,  
421599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4215,,,,,,,,,,  
4218,Ingresos método de participación,Ingresos método de participación,Revenue,C,,Yes,,42,,,,,,,,,,  
421805,De sociedades anónimas y/o asimiladas,De sociedades anónimas y/o asimiladas,Revenue,C,,No,,4218,,,,,,,,,,  
421810,De sociedades limitadas y/o asimiladas,De sociedades limitadas y/o asimiladas,Revenue,C,,No,,4218,,,,,,,,,,  
4220,Arrendamientos,Arrendamientos,Revenue,C,,Yes,,42,,,,,,,,,,  
422005,Terrenos,Terrenos,Revenue,C,,No,,4220,,,,,,,,,,  
422010,Construcciones y edificios,Construcciones y edificios,Revenue,C,,No,,4220,,,,,,,,,,  
422015,Maquinaria y equipo,Maquinaria y equipo,Revenue,C,,No,,4220,,,,,,,,,,  
422020,Equipo de oficina,Equipo de oficina,Revenue,C,,No,,4220,,,,,,,,,,  
422025,Equipo de computación y comunicación,Equipo de computación y comunicación,Revenue,C,,No,,4220,,,,,,,,,,  
422030,Equipo médico-científico,Equipo médico-científico,Revenue,C,,No,,4220,,,,,,,,,,  
422035,Equipo de hoteles y restaurantes,Equipo de hoteles y restaurantes,Revenue,C,,No,,4220,,,,,,,,,,  
422040,Flota y equipo de transporte,Flota y equipo de transporte,Revenue,C,,No,,4220,,,,,,,,,,  
422045,Flota y equipo fluvial y/o marítimo,Flota y equipo fluvial y/o marítimo,Revenue,C,,No,,4220,,,,,,,,,,  
422050,Flota y equipo aéreo,Flota y equipo aéreo,Revenue,C,,No,,4220,,,,,,,,,,  
422055,Flota y equipo férreo,Flota y equipo férreo,Revenue,C,,No,,4220,,,,,,,,,,  
422060,Acueductos, plantas y redes,Acueductos, plantas y redes,Revenue,C,,No,,4220,,,,,,,,,,  
422062,Envases y empaques,Envases y empaques,Revenue,C,,No,,4220,,,,,,,,,,  
422065,Plantaciones agrícolas y forestales,Plantaciones agrícolas y forestales,Revenue,C,,No,,4220,,,,,,,,,,  
422070,Aeródromos,Aeródromos,Revenue,C,,No,,4220,,,,,,,,,,  
422075,Semovientes,Semovientes,Revenue,C,,No,,4220,,,,,,,,,,  
422099,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4220,,,,,,,,,,  
4225,Comisiones,Comisiones,Revenue,C,,Yes,,42,,,,,,,,,,  
422505,Sobre inversiones,Sobre inversiones,Revenue,C,,No,,4225,,,,,,,,,,  
422510,De concesionarios,De concesionarios,Revenue,C,,No,,4225,,,,,,,,,,  
422515,De actividades financieras,De actividades financieras,Revenue,C,,No,,4225,,,,,,,,,,  
422520,Por venta de servicios de taller,Por venta de servicios de taller,Revenue,C,,No,,4225,,,,,,,,,,  
422525,Por venta de seguros,Por venta de seguros,Revenue,C,,No,,4225,,,,,,,,,,  
422530,Por ingresos para terceros,Por ingresos para terceros,Revenue,C,,No,,4225,,,,,,,,,,  
422535,Por distribución de películas,Por distribución de películas,Revenue,C,,No,,4225,,,,,,,,,,  
422540,Derechos de autor,Derechos de autor,Revenue,C,,No,,4225,,,,,,,,,,  
422545,Derechos de programación,Derechos de programación,Revenue,C,,No,,4225,,,,,,,,,,  
422599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4225,,,,,,,,,,  
4230,Honorarios,Honorarios,Revenue,C,,Yes,,42,,,,,,,,,,  
423005,Asesorías,Asesorías,Revenue,C,,No,,4230,,,,,,,,,,  
423010,Asistencia técnica,Asistencia técnica,Revenue,C,,No,,4230,,,,,,,,,,  
