[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Nivel],[Tipo],[Cuenta de la subcuenta],[Desglose de la subcuenta],[C/D de la subcuenta],[Ultimo epigrafe],[Izquierda(3)],[Sin signo],[Orden],[Order parent]
423015,Administración de vinculadas,Administración de vinculadas,Revenue,C,,No,,4230,,,,,,,,,,  
423099,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4230,,,,,,,,,,  
4235,Servicios,Servicios,Revenue,C,,Yes,,42,,,,,,,,,,  
423505,De báscula,De báscula,Revenue,C,,No,,4235,,,,,,,,,,  
423510,De transporte,De transporte,Revenue,C,,No,,4235,,,,,,,,,,  
423515,De prensa,De prensa,Revenue,C,,No,,4235,,,,,,,,,,  
423520,Administrativos,Administrativos,Revenue,C,,No,,4235,,,,,,,,,,  
423525,Técnicos,Técnicos,Revenue,C,,No,,4235,,,,,,,,,,  
423530,De computación,De computación,Revenue,C,,No,,4235,,,,,,,,,,  
423535,De telefax,De telefax,Revenue,C,,No,,4235,,,,,,,,,,  
423540,Taller de vehículos,Taller de vehículos,Revenue,C,,No,,4235,,,,,,,,,,  
423545,De recepción de aeronaves,De recepción de aeronaves,Revenue,C,,No,,4235,,,,,,,,,,  
423550,De transporte programa gas natural,De transporte programa gas natural,Revenue,C,,No,,4235,,,,,,,,,,  
423555,Por contratos,Por contratos,Revenue,C,,No,,4235,,,,,,,,,,  
423560,De trilla,De trilla,Revenue,C,,No,,4235,,,,,,,,,,  
423565,De mantenimiento,De mantenimiento,Revenue,C,,No,,4235,,,,,,,,,,  
423570,Al personal,Al personal,Revenue,C,,No,,4235,,,,,,,,,,  
423575,De casino,De casino,Revenue,C,,No,,4235,,,,,,,,,,  
423580,Fletes,Fletes,Revenue,C,,No,,4235,,,,,,,,,,  
423585,Entre compañías,Entre compañías,Revenue,C,,No,,4235,,,,,,,,,,  
423595,Otros,Otros,Revenue,C,,No,,4235,,,,,,,,,,  
423599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4235,,,,,,,,,,  
4240,Utilidad en venta de inversiones,Utilidad en venta de inversiones,Revenue,C,,Yes,,42,,,,,,,,,,  
424005,Acciones,Acciones,Revenue,C,,No,,4240,,,,,,,,,,  
424010,Cuotas o partes de interés social,Cuotas o partes de interés social,Revenue,C,,No,,4240,,,,,,,,,,  
424015,Bonos,Bonos,Revenue,C,,No,,4240,,,,,,,,,,  
424020,Cédulas,Cédulas,Revenue,C,,No,,4240,,,,,,,,,,  
424025,Certificados,Certificados,Revenue,C,,No,,4240,,,,,,,,,,  
424030,Papeles comerciales,Papeles comerciales,Revenue,C,,No,,4240,,,,,,,,,,  
424035,Títulos,Títulos,Revenue,C,,No,,4240,,,,,,,,,,  
424045,Derechos fiduciarios,Derechos fiduciarios,Revenue,C,,No,,4240,,,,,,,,,,  
424050,Obligatorias,Obligatorias,Revenue,C,,No,,4240,,,,,,,,,,  
424095,Otras,Otras,Revenue,C,,No,,4240,,,,,,,,,,  
424099,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4240,,,,,,,,,,  
4245,Utilidad en venta de propiedades, planta y equipo ,Utilidad en venta de propiedades, planta y equipo ,Revenue,C,,Yes,,42,,,,,,,,,,  
424504,Terrenos,Terrenos,Revenue,C,,No,,4245,,,,,,,,,,  
424506,Materiales industria petrolera,Materiales industria petrolera,Revenue,C,,No,,4245,,,,,,,,,,  
424508,Construcciones en curso,Construcciones en curso,Revenue,C,,No,,4245,,,,,,,,,,  
424512,Maquinaria en montaje,Maquinaria en montaje,Revenue,C,,No,,4245,,,,,,,,,,  
424516,Construcciones y edificaciones,Construcciones y edificaciones,Revenue,C,,No,,4245,,,,,,,,,,  
424520,Maquinaria y equipo,Maquinaria y equipo,Revenue,C,,No,,4245,,,,,,,,,,  
424524,Equipo de oficina,Equipo de oficina,Revenue,C,,No,,4245,,,,,,,,,,  
424528,Equipo de computación y comunicación,Equipo de computación y comunicación,Revenue,C,,No,,4245,,,,,,,,,,  
424532,Equipo médico-científico,Equipo médico-científico,Revenue,C,,No,,4245,,,,,,,,,,  
424536,Equipo de hoteles y restaurantes,Equipo de hoteles y restaurantes,Revenue,C,,No,,4245,,,,,,,,,,  
424540,Flota y equipo de transporte,Flota y equipo de transporte,Revenue,C,,No,,4245,,,,,,,,,,  
424544,Flota y equipo fluvial y/o marítimo,Flota y equipo fluvial y/o marítimo,Revenue,C,,No,,4245,,,,,,,,,,  
424548,Flota y equipo aéreo,Flota y equipo aéreo,Revenue,C,,No,,4245,,,,,,,,,,  
424552,Flota y equipo férreo,Flota y equipo férreo,Revenue,C,,No,,4245,,,,,,,,,,  
424556,Acueductos, plantas y redes,Acueductos, plantas y redes,Revenue,C,,No,,4245,,,,,,,,,,  
424560,Armamento de vigilancia,Armamento de vigilancia,Revenue,C,,No,,4245,,,,,,,,,,  
424562,Envases y empaques,Envases y empaques,Revenue,C,,No,,4245,,,,,,,,,,  
424564,Plantaciones agrícolas y forestales,Plantaciones agrícolas y forestales,Revenue,C,,No,,4245,,,,,,,,,,  
424568,Vías de comunicación,Vías de comunicación,Revenue,C,,No,,4245,,,,,,,,,,  
424572,Minas y Canteras,Minas y Canteras,Revenue,C,,No,,4245,,,,,,,,,,  
424580,Pozos artesianos,Pozos artesianos,Revenue,C,,No,,4245,,,,,,,,,,  
424584,Yacimientos,Yacimientos,Revenue,C,,No,,4245,,,,,,,,,,  
424588,Semovientes,Semovientes,Revenue,C,,No,,4245,,,,,,,,,,  
424599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4245,,,,,,,,,,  
4248,Utilidad en venta de otros bienes,Utilidad en venta de otros bienes,Revenue,C,,Yes,,42,,,,,,,,,,  
424805,Intangibles,Intangibles,Revenue,C,,No,,4248,,,,,,,,,,  
424810,Otros activos,Otros activos,Revenue,C,,No,,4248,,,,,,,,,,  
424899,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4248,,,,,,,,,,  
4250,Recuperaciones,Recuperaciones,Revenue,C,,Yes,,42,,,,,,,,,,  
425005,Deudas malas,Deudas malas,Revenue,C,,No,,4250,,,,,,,,,,  
425010,Seguros,Seguros,Revenue,C,,No,,4250,,,,,,,,,,  
425015,Reclamos,Reclamos,Revenue,C,,No,,4250,,,,,,,,,,  
425020,Reintegro por personal en comisión,Reintegro por personal en comisión,Revenue,C,,No,,4250,,,,,,,,,,  
425025,Reintegro garantías,Reintegro garantías,Revenue,C,,No,,4250,,,,,,,,,,  
425030,Descuentos concedidos,Descuentos concedidos,Revenue,C,,No,,4250,,,,,,,,,,  
425035,De  provisiones,De  provisiones,Revenue,C,,No,,4250,,,,,,,,,,  
425040,Gastos bancarios,Gastos bancarios,Revenue,C,,No,,4250,,,,,,,,,,  
425045,De depreciación,De depreciación,Revenue,C,,No,,4250,,,,,,,,,,  
425050,Reintegro de otros costos y gastos,Reintegro de otros costos y gastos,Revenue,C,,No,,4250,,,,,,,,,,  
425099,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4250,,,,,,,,,,  
4255,Indemnizaciones,Indemnizaciones,Revenue,C,,Yes,,42,,,,,,,,,,  
425505,Por siniestro,Por siniestro,Revenue,C,,No,,4255,,,,,,,,,,  
425510,Por suministros,Por suministros,Revenue,C,,No,,4255,,,,,,,,,,  
425515,Lucro cesante compañías de seguros,Lucro cesante compañías de seguros,Revenue,C,,No,,4255,,,,,,,,,,  
425520,Daño emergente compañías de seguros,Daño emergente compañías de seguros,Revenue,C,,No,,4255,,,,,,,,,,  
425525,Por pérdida de mercancía,Por pérdida de mercancía,Revenue,C,,No,,4255,,,,,,,,,,  
425530,Por incumplimiento de contratos,Por incumplimiento de contratos,Revenue,C,,No,,4255,,,,,,,,,,  
425535,De terceros,De terceros,Revenue,C,,No,,4255,,,,,,,,,,  
425540,Por incapacidades ISS,Por incapacidades ISS,Revenue,C,,No,,4255,,,,,,,,,,  
425595,Otras,Otras,Revenue,C,,No,,4255,,,,,,,,,,  
425599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4255,,,,,,,,,,  
4260,Participaciones en concesiones,Participaciones en concesiones,Revenue,C,,Yes,,42,,,,,,,,,,  
426099,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4260,,,,,,,,,,  
4265,Ingresos de ejercicios anteriores,Ingresos de ejercicios anteriores,Revenue,C,,Yes,,42,,,,,,,,,,  
426599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4265,,,,,,,,,,  
4275,Devoluciones en otras ventas (DB),Devoluciones en otras ventas (DB),Revenue,C,,Yes,,42,,,,,,,,,,  
427599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4275,,,,,,,,,,  
4295,Diversos,Diversos,Revenue,C,,Yes,,42,,,,,,,,,,  
429503,CERT,CERT,Revenue,C,,No,,4295,,,,,,,,,,  
429505,Aprovechamientos,Aprovechamientos,Revenue,C,,No,,4295,,,,,,,,,,  
429507,Auxilios,Auxilios,Revenue,C,,No,,4295,,,,,,,,,,  
429509,Subvenciones,Subvenciones,Revenue,C,,No,,4295,,,,,,,,,,  
429511,Ingresos por investigación y desarrollo,Ingresos por investigación y desarrollo,Revenue,C,,No,,4295,,,,,,,,,,  
429513,Por trabajos ejecutados,Por trabajos ejecutados,Revenue,C,,No,,4295,,,,,,,,,,  
429515,Regalías,Regalías,Revenue,C,,No,,4295,,,,,,,,,,  
429517,Derivados de las exportaciones,Derivados de las exportaciones,Revenue,C,,No,,4295,,,,,,,,,,  
429519,Otros ingresos de explotación,Otros ingresos de explotación,Revenue,C,,No,,4295,,,,,,,,,,  
429521,De la actividad ganadera,De la actividad ganadera,Revenue,C,,No,,4295,,,,,,,,,,  
429525,Derechos y licitaciones,Derechos y licitaciones,Revenue,C,,No,,4295,,,,,,,,,,  
429530,Ingresos por elementos perdidos,Ingresos por elementos perdidos,Revenue,C,,No,,4295,,,,,,,,,,  
429533,Multas y recargos,Multas y recargos,Revenue,C,,No,,4295,,,,,,,,,,  
429535,Preavisos descontados,Preavisos descontados,Revenue,C,,No,,4295,,,,,,,,,,  
429537,Reclamos,Reclamos,Revenue,C,,No,,4295,,,,,,,,,,  
429540,Recobro de daños,Recobro de daños,Revenue,C,,No,,4295,,,,,,,,,,  
429543,Premios,Premios,Revenue,C,,No,,4295,,,,,,,,,,  
429545,Bonificaciones,Bonificaciones,Revenue,C,,No,,4295,,,,,,,,,,  
429547,Productos descontados,Productos descontados,Revenue,C,,No,,4295,,,,,,,,,,  
429549,Reconocimientos ISS,Reconocimientos ISS,Revenue,C,,No,,4295,,,,,,,,,,  
429551,Excedentes,Excedentes,Revenue,C,,No,,4295,,,,,,,,,,  
429553,Sobrantes de caja ,Sobrantes de caja ,Revenue,C,,No,,4295,,,,,,,,,,  
429555,Sobrantes en liquidación fletes,Sobrantes en liquidación fletes,Revenue,C,,No,,4295,,,,,,,,,,  
429557,Subsidios estatales,Subsidios estatales,Revenue,C,,No,,4295,,,,,,,,,,  
429559,Capacitación distribuidores,Capacitación distribuidores,Revenue,C,,No,,4295,,,,,,,,,,  
429561,De escrituración,De escrituración,Revenue,C,,No,,4295,,,,,,,,,,  
429563,Registro promesas de venta,Registro promesas de venta,Revenue,C,,No,,4295,,,,,,,,,,  
429567,Útiles, papelería y fotocopias,Útiles, papelería y fotocopias,Revenue,C,,No,,4295,,,,,,,,,,  
429571,Resultados, matrículas y traspasos,Resultados, matrículas y traspasos,Revenue,C,,No,,4295,,,,,,,,,,  
429573,Decoraciones,Decoraciones,Revenue,C,,No,,4295,,,,,,,,,,  
429575,Manejo de carga,Manejo de carga,Revenue,C,,No,,4295,,,,,,,,,,  
429579,Historia clínica,Historia clínica,Revenue,C,,No,,4295,,,,,,,,,,  
429581,Ajuste al peso,Ajuste al peso,Revenue,C,,No,,4295,,,,,,,,,,  
429583,Llamadas telefónicas,Llamadas telefónicas,Revenue,C,,No,,4295,,,,,,,,,,  
429599,Ajustes por inflación,Ajustes por inflación,Revenue,C,,No,,4295,,,,,,,,,,  
47,Ajustes por inflación,Ajustes por inflación,Revenue,C,,Yes,,4,,,,,,,,,,  
4705,Corrección monetaria,Corrección monetaria,Revenue,C,,Yes,,47,,,,,,,,,,  
470505,Inversiones (CR),Inversiones (CR),Revenue,C,,No,,4705,,,,,,,,,,  
470510,Inventarios (CR)  ,Inventarios (CR)  ,Revenue,C,,No,,4705,,,,,,,,,,  
470515,Propiedades, planta y equipo (CR),Propiedades, planta y equipo (CR),Revenue,C,,No,,4705,,,,,,,,,,  
470520,Intangibles (CR),Intangibles (CR),Revenue,C,,No,,4705,,,,,,,,,,  
470525,Activos diferidos ,Activos diferidos ,Revenue,C,,No,,4705,,,,,,,,,,  
470530,Otros activos (CR),Otros activos (CR),Revenue,C,,No,,4705,,,,,,,,,,  
470535,Pasivos sujetos de ajuste,Pasivos sujetos de ajuste,Revenue,C,,No,,4705,,,,,,,,,,  
470540,Patrimonio  ,Patrimonio  ,Revenue,C,,No,,4705,,,,,,,,,,  
470545,Depreciación acumulada (DB),Depreciación acumulada (DB),Revenue,C,,No,,4705,,,,,,,,,,  
470550,Depreciación diferida (CR),Depreciación diferida (CR),Revenue,C,,No,,4705,,,,,,,,,,  
470555,Agotamiento acumulado (DB),Agotamiento acumulado (DB),Revenue,C,,No,,4705,,,,,,,,,,  
470560,Amortización acumulada (DB),Amortización acumulada (DB),Revenue,C,,No,,4705,,,,,,,,,,  
470565,Ingresos operacionales  (DB),Ingresos operacionales  (DB),Revenue,C,,No,,4705,,,,,,,,,,  
470568,Devoluciones en ventas (CR),Devoluciones en ventas (CR),Revenue,C,,No,,4705,,,,,,,,,,  
470570,Ingresos no operacionales (DB),Ingresos no operacionales (DB),Revenue,C,,No,,4705,,,,,,,,,,  
470575,Gastos operacionales de administración (CR),Gastos operacionales de administración (CR),Revenue,C,,No,,4705,,,,,,,,,,  
470580,Gastos operacionales de ventas (CR),Gastos operacionales de ventas (CR),Revenue,C,,No,,4705,,,,,,,,,,  
470585,Gastos no operacionales (CR),Gastos no operacionales (CR),Revenue,C,,No,,4705,,,,,,,,,,  
470590,Compras (CR),Compras (CR),Revenue,C,,No,,4705,,,,,,,,,,  
470591,Devoluciones en compras (DB),Devoluciones en compras (DB),Revenue,C,,No,,4705,,,,,,,,,,  
470592,Costo de ventas (CR),Costo de ventas (CR),Revenue,C,,No,,4705,,,,,,,,,,  
470594,Costos de producción o de operación (CR) ,Costos de producción o de operación (CR) ,Revenue,C,,No,,4705,,,,,,,,,,  
5,Gastos.,Gastos.,Expense,D,,Yes,,,,,,,,,,,,  
51,Operacionales de administración,Operacionales de administración,Expense,D,,Yes,,5,,,,,,,,,,  
5105,Gastos de personal,Gastos de personal,Expense,D,,Yes,,51,,,,,,,,,,  
510503,Salario integral,Salario integral,Expense,D,,No,,5105,,,,,,,,,,  
510506,Sueldos,Sueldos,Expense,D,,No,,5105,,,,,,,,,,  
510512,Jornales,Jornales,Expense,D,,No,,5105,,,,,,,,,,  
510515,Horas extras y recargos,Horas extras y recargos,Expense,D,,No,,5105,,,,,,,,,,  
510518,Comisiones,Comisiones,Expense,D,,No,,5105,,,,,,,,,,  
510521,Viáticos,Viáticos,Expense,D,,No,,5105,,,,,,,,,,  
510524,Incapacidades,Incapacidades,Expense,D,,No,,5105,,,,,,,,,,  
510527,Auxilio de transporte,Auxilio de transporte,Expense,D,,No,,5105,,,,,,,,,,  
510530,Cesantías,Cesantías,Expense,D,,No,,5105,,,,,,,,,,  
510533,Intereses sobre cesantías,Intereses sobre cesantías,Expense,D,,No,,5105,,,,,,,,,,  
510536,Prima de servicios,Prima de servicios,Expense,D,,No,,5105,,,,,,,,,,  
510539,Vacaciones,Vacaciones,Expense,D,,No,,5105,,,,,,,,,,  
510542,Primas extralegales,Primas extralegales,Expense,D,,No,,5105,,,,,,,,,,  
510545,Auxilios,Auxilios,Expense,D,,No,,5105,,,,,,,,,,  
510548,Bonificaciones,Bonificaciones,Expense,D,,No,,5105,,,,,,,,,,  
510551,Dotación y suministro a trabajadores,Dotación y suministro a trabajadores,Expense,D,,No,,5105,,,,,,,,,,  
510554,Seguros,Seguros,Expense,D,,No,,5105,,,,,,,,,,  
510557,Cuotas partes pensiones de jubilación,Cuotas partes pensiones de jubilación,Expense,D,,No,,5105,,,,,,,,,,  
510558,Amortización cálculo actuarial pensiones de jubilación,Amortización cálculo actuarial pensiones de jubilación,Expense,D,,No,,5105,,,,,,,,,,  
510559,Pensiones de jubilación,Pensiones de jubilación,Expense,D,,No,,5105,,,,,,,,,,  
510560,Indemnizaciones laborales,Indemnizaciones laborales,Expense,D,,No,,5105,,,,,,,,,,  
510561,Amortización bonos pensionales,Amortización bonos pensionales,Expense,D,,No,,5105,,,,,,,,,,  
510562,Amortización títulos pensionales,Amortización títulos pensionales,Expense,D,,No,,5105,,,,,,,,,,  
510563,Capacitación al personal,Capacitación al personal,Expense,D,,No,,5105,,,,,,,,,,  
510566,Gastos deportivos y de recreación,Gastos deportivos y de recreación,Expense,D,,No,,5105,,,,,,,,,,  
510568,Aportes a administradoras de riesgos profesionales, ARP,Aportes a administradoras de riesgos profesionales, ARP,Expense,D,,No,,5105,,,,,,,,,,  
510569,Aportes a entidades promotoras de salud, EPS,Aportes a entidades promotoras de salud, EPS,Expense,D,,No,,5105,,,,,,,,,,  
510570,Aportes a fondos de pensiones y/o cesantías,Aportes a fondos de pensiones y/o cesantías,Expense,D,,No,,5105,,,,,,,,,,  
510572,Aportes cajas de compensación familiar,Aportes cajas de compensación familiar,Expense,D,,No,,5105,,,,,,,,,,  
510575,Aportes ICBF ,Aportes ICBF ,Expense,D,,No,,5105,,,,,,,,,,  
510578,SENA,SENA,Expense,D,,No,,5105,,,,,,,,,,  
510581,Aportes sindicales,Aportes sindicales,Expense,D,,No,,5105,,,,,,,,,,  
510584,Gastos médicos y drogas,Gastos médicos y drogas,Expense,D,,No,,5105,,,,,,,,,,  
510595,Otros,Otros,Expense,D,,No,,5105,,,,,,,,,,  
510599,Ajustes por inflación,Ajustes por inflación,Expense,D,,No,,5105,,,,,,,,,,  
5110,Honorarios,Honorarios,Expense,D,,Yes,,51,,,,,,,,,,  
511005,Junta directiva,Junta directiva,Expense,D,,No,,5110,,,,,,,,,,  
511010,Revisoría fiscal,Revisoría fiscal,Expense,D,,No,,5110,,,,,,,,,,  
511015,Auditoría externa,Auditoría externa,Expense,D,,No,,5110,,,,,,,,,,  
511020,Avalúos,Avalúos,Expense,D,,No,,5110,,,,,,,,,,  
511025,Asesoría jurídica,Asesoría jurídica,Expense,D,,No,,5110,,,,,,,,,,  
511030,Asesoría financiera,Asesoría financiera,Expense,D,,No,,5110,,,,,,,,,,  
511035,Asesoría técnica,Asesoría técnica,Expense,D,,No,,5110,,,,,,,,,,  
511095,Otros,Otros,Expense,D,,No,,5110,,,,,,,,,,  
511099,Ajustes por inflación,Ajustes por inflación,Expense,D,,No,,5110,,,,,,,,,,  
5115,Impuestos,Impuestos,Expense,D,,Yes,,51,,,,,,,,,,  
511505,Industria y comercio,Industria y comercio,Expense,D,,No,,5115,,,,,,,,,,  
511510,De timbres,De timbres,Expense,D,,No,,5115,,,,,,,,,,  
511515,A la propiedad raíz,A la propiedad raíz,Expense,D,,No,,5115,,,,,,,,,,  
511520,Derechos sobre instrumentos públicos,Derechos sobre instrumentos públicos,Expense,D,,No,,5115,,,,,,,,,,  
511525,De valorización,De valorización,Expense,D,,No,,5115,,,,,,,,,,  
511530,De turismo,De turismo,Expense,D,,No,,5115,,,,,,,,,,  
511535,Tasa por utilización de puertos,Tasa por utilización de puertos,Expense,D,,No,,5115,,,,,,,,,,  
511540,De vehículos,De vehículos,Expense,D,,No,,5115,,,,,,,,,,  
511545,De espectáculos públicos,De espectáculos públicos,Expense,D,,No,,5115,,,,,,,,,,  
511550,Cuotas de fomento,Cuotas de fomento,Expense,D,,No,,5115,,,,,,,,,,  
511570,IVA descontable,IVA descontable,Expense,D,,No,,5115,,,,,,,,,,  
511595,Otros,Otros,Expense,D,,No,,5115,,,,,,,,,,  
511599,Ajustes por inflación,Ajustes por inflación,Expense,D,,No,,5115,,,,,,,,,,  
5120,Arrendamientos,Arrendamientos,Expense,D,,Yes,,51,,,,,,,,,,  
512005,Terrenos,Terrenos,Expense,D,,No,,5120,,,,,,,,,,  
512010,Construcciones y edificaciones,Construcciones y edificaciones,Expense,D,,No,,5120,,,,,,,,,,  
512015,Maquinaria y equipo,Maquinaria y equipo,Expense,D,,No,,5120,,,,,,,,,,  
512020,Equipo de oficina,Equipo de oficina,Expense,D,,No,,5120,,,,,,,,,,  
512025,Equipo de computación y comunicación,Equipo de computación y comunicación,Expense,D,,No,,5120,,,,,,,,,,  
512030,Equipo médico-científico,Equipo médico-científico,Expense,D,,No,,5120,,,,,,,,,,  
512035,Equipo de hoteles y restaurantes,Equipo de hoteles y restaurantes,Expense,D,,No,,5120,,,,,,,,,,  
