[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],Nivel,Tipo,Cuenta de la subcuenta,Desglose de la subcuenta,C/D de la subcuenta,Ultimo epigrafe,Izquierda(3),Sin signo,Orden,Order parent
737,"Incorporación al activo de gastos de formalización de deudas","Incorporación al activo de gastos de formalización de deudas",Revenue,Credit,,Yes,,H.B.B3,4,C,,,B,H.B.B3,737,737,726,726
H.B.B4,"B4. Otros ingresos de explotación","B4. Otros ingresos de explotación",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.B4,H.B,H.B.B4,727,727
H.B.B4.a,"a) Ingresos accesorios y otros de gestión corriente","a) Ingresos accesorios y otros de gestión corriente",Revenue,Credit,,Yes,,H.B.B4,4,E,,,B,H.B.B4.a,H.B,H.B.B4.a,728,728
751,"Resultados de operaciones en común","Resultados de operaciones en común",Revenue,Credit,,Yes,,H.B.B4.a,5,C,,,B,H.B.B4.a,751,751,729,729
7510,"Pérdida transferida (gestor)","Pérdida transferida (gestor)",Revenue,Credit,,Yes,,751,6,B,,,B,H.B.B4.a,751,7510,730,730
7511,"Beneficio atribuido (partícipe o asociado no gestor)","Beneficio atribuido (partícipe o asociado no gestor)",Revenue,Credit,,Yes,,751,6,B,,,B,H.B.B4.a,751,7511,731,731
752,"Ingresos por arrendamientos","Ingresos por arrendamientos",Revenue,Credit,,Yes,,H.B.B4.a,5,C,,,B,H.B.B4.a,752,752,732,732
753,"Ingresos de propiedad industrial cedida en explotación","Ingresos de propiedad industrial cedida en explotación",Revenue,Credit,,Yes,,H.B.B4.a,5,C,,,B,H.B.B4.a,753,753,733,733
754,"Ingresos por comisiones","Ingresos por comisiones",Revenue,Credit,,Yes,,H.B.B4.a,5,C,,,B,H.B.B4.a,754,754,734,734
755,"Ingresos por servicios al personal","Ingresos por servicios al personal",Revenue,Credit,,Yes,,H.B.B4.a,5,C,,,B,H.B.B4.a,755,755,735,735
759,"Ingresos por servicios diversos","Ingresos por servicios diversos",Revenue,Credit,,Yes,,H.B.B4.a,5,C,,,B,H.B.B4.a,759,759,736,736
H.B.B4.b,"b) Subvenciones","b) Subvenciones",Revenue,Credit,,Yes,,H.B.B4,4,E,,,B,H.B.B4.b,H.B,H.B.B4.b,737,737
740,"Subvenciones oficiales a la explotación","Subvenciones oficiales a la explotación",Revenue,Credit,,Yes,,H.B.B4.b,5,C,,,B,H.B.B4.b,740,740,738,738
741,"Otras subvenciones a la explotación","Otras subvenciones a la explotación",Revenue,Credit,,Yes,,H.B.B4.b,5,C,,,B,H.B.B4.b,741,741,739,739
H.B.B4.c,"c) Exceso de provisiones de riesgos y gastos","c) Exceso de provisiones de riesgos y gastos",Revenue,Credit,,Yes,,H.B.B4,4,E,,,B,H.B.B4.c,H.B,H.B.B4.c,740,740
790,"Exceso de provisión para riesgos y gastos","Exceso de provisión para riesgos y gastos",Revenue,Credit,,Yes,,H.B.B4.c,5,C,,,B,H.B.B4.c,790,790,741,741
H.B.BI,"BI. Perdidas de explotacion  ( A1+A2+A3+A4+A5+A6-B1-B2-B3-B4 )","BI. Perdidas de explotacion  ( A1+A2+A3+A4+A5+A6-B1-B2-B3-B4 )",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.BI,H.B,H.B.BI,742,742
H.B.B5,"B5. Ingresos de participaciones en capital","B5. Ingresos de participaciones en capital",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.B5,H.B,H.B.B5,743,743
H.B.B5.a,"a) En empresas del grupo","a) En empresas del grupo",Revenue,Credit,,Yes,,H.B.B5,4,E,,,B,H.B.B5.a,H.B,H.B.B5.a,744,744
7600,"Ingresos de participaciones en capital de empresas del grupo","Ingresos de participaciones en capital de empresas del grupo",Revenue,Credit,,Yes,,H.B.B5.a,5,B,,,B,H.B.B5.a,760,7600,745,745
H.B.B5.b,"b) En empresas asociadas","b) En empresas asociadas",Revenue,Credit,,Yes,,H.B.B5,4,E,,,B,H.B.B5.b,H.B,H.B.B5.b,746,746
7601,"Ingresos de participaciones en capital de empresas asociadas","Ingresos de participaciones en capital de empresas asociadas",Revenue,Credit,,Yes,,H.B.B5.b,5,B,,,B,H.B.B5.b,760,7601,747,747
H.B.B5.c,"c) En empresas fuera del grupo","c) En empresas fuera del grupo",Revenue,Credit,,Yes,,H.B.B5,4,E,,,B,H.B.B5.c,H.B,H.B.B5.c,748,748
7603,"Ingresos de participaciones en capital de otras empresas","Ingresos de participaciones en capital de otras empresas",Revenue,Credit,,Yes,,H.B.B5.c,5,B,,,B,H.B.B5.c,760,7603,749,749
H.B.B6,"B6. Ingresos de otros valores negociables y de créditos de activo inmovilizado","B6. Ingresos de otros valores negociables y de créditos de activo inmovilizado",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.B6,H.B,H.B.B6,750,750
H.B.B6.a,"a) De empresas del grupo","a) De empresas del grupo",Revenue,Credit,,Yes,,H.B.B6,4,E,,,B,H.B.B6.a,H.B,H.B.B6.a,751,751
7610,"Ingresos de valores de renta fija de empresas del grupo","Ingresos de valores de renta fija de empresas del grupo",Revenue,Credit,,Yes,,H.B.B6.a,5,B,,,B,H.B.B6.a,761,7610,752,752
7620,"Ingresos de créditos a largo plazo a empresas del grupo","Ingresos de créditos a largo plazo a empresas del grupo",Revenue,Credit,,Yes,,H.B.B6.a,5,B,,,B,H.B.B6.a,762,7620,753,753
H.B.B6.b,"b) De empresas asociadas","b) De empresas asociadas",Revenue,Credit,,Yes,,H.B.B6,4,E,,,B,H.B.B6.b,H.B,H.B.B6.b,754,754
7611,"Ingresos de valores de renta fija de empresas asociadas","Ingresos de valores de renta fija de empresas asociadas",Revenue,Credit,,Yes,,H.B.B6.b,5,B,,,B,H.B.B6.b,761,7611,755,755
7621,"Ingresos de créditos a largo plazo a empresas asociadas","Ingresos de créditos a largo plazo a empresas asociadas",Revenue,Credit,,Yes,,H.B.B6.b,5,B,,,B,H.B.B6.b,762,7621,756,756
H.B.B6.c,"c) De empresas fuera del grupo","c) De empresas fuera del grupo",Revenue,Credit,,Yes,,H.B.B6,4,E,,,B,H.B.B6.c,H.B,H.B.B6.c,757,757
7613,"Ingresos de valores de renta fija de otras empresas","Ingresos de valores de renta fija de otras empresas",Revenue,Credit,,Yes,,H.B.B6.c,5,B,,,B,H.B.B6.c,761,7613,758,758
7618,"Ingresos de participaciones en Fondos de Inversión en Activos del Mercado Monetario","Ingresos de participaciones en Fondos de Inversión en Activos del Mercado Monetario",Revenue,Credit,,Yes,,H.B.B6.c,5,B,,,B,H.B.B6.c,761,7618,759,759
7623,"Ingresos de créditos a largo plazo a otras empresas","Ingresos de créditos a largo plazo a otras empresas",Revenue,Credit,,Yes,,H.B.B6.c,5,B,,,B,H.B.B6.c,762,7623,760,760
H.B.B7,"B7. Otros intereses o ingresos asimilados","B7. Otros intereses o ingresos asimilados",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.B7,H.B,H.B.B7,761,761
H.B.B7.a,"a) De empresas del grupo","a) De empresas del grupo",Revenue,Credit,,Yes,,H.B.B7,4,E,,,B,H.B.B7.a,H.B,H.B.B7.a,762,762
7630,"Ingresos de créditos a corto plazo a empresas del grupo","Ingresos de créditos a corto plazo a empresas del grupo",Revenue,Credit,,Yes,,H.B.B7.a,5,B,,,B,H.B.B7.a,763,7630,763,763
7650,"Descuentos sobre compras por pronto pago de empresas del grupo","Descuentos sobre compras por pronto pago de empresas del grupo",Revenue,Credit,,Yes,,H.B.B7.a,5,B,,,B,H.B.B7.a,765,7650,764,764
H.B.B7.b,"b) De empresas asociadas","b) De empresas asociadas",Revenue,Credit,,Yes,,H.B.B7,4,E,,,B,H.B.B7.b,H.B,H.B.B7.b,765,765
7631,"Ingresos de créditos a corto plazo a empresas asociadas","Ingresos de créditos a corto plazo a empresas asociadas",Revenue,Credit,,Yes,,H.B.B7.b,5,B,,,B,H.B.B7.b,763,7631,766,766
7651,"Descuentos sobre compras por pronto pago de empresas asociadas","Descuentos sobre compras por pronto pago de empresas asociadas",Revenue,Credit,,Yes,,H.B.B7.b,5,B,,,B,H.B.B7.b,765,7651,767,767
H.B.B7.c,"c) Otros intereses","c) Otros intereses",Revenue,Credit,,Yes,,H.B.B7,4,E,,,B,H.B.B7.c,H.B,H.B.B7.c,768,768
7633,"Ingresos de créditos a corto plazo a otras empresas","Ingresos de créditos a corto plazo a otras empresas",Revenue,Credit,,Yes,,H.B.B7.c,5,B,,,B,H.B.B7.c,763,7633,769,769
7653,"Descuentos sobre compras por pronto pago de otras empresas","Descuentos sobre compras por pronto pago de otras empresas",Revenue,Credit,,Yes,,H.B.B7.c,5,B,,,B,H.B.B7.c,765,7653,770,770
769,"Otros ingresos financieros","Otros ingresos financieros",Revenue,Credit,,Yes,,H.B.B7.c,5,C,,,B,H.B.B7.c,769,769,771,771
7690,"Otros ingresos financieros","Otros ingresos financieros",Revenue,Credit,,Yes,,769,6,B,,,B,H.B.B7.c,769,7690,772,772
7691,"Ingresos por diferencias derivadas del redondeo euro","Ingresos por diferencias derivadas del redondeo euro",Revenue,Credit,,Yes,,769,6,B,,,B,H.B.B7.c,769,7691,773,773
H.B.B7.d,"d) Beneficios en inversiones financieras","d) Beneficios en inversiones financieras",Revenue,Credit,,Yes,,H.B.B7,4,E,,,B,H.B.B7.d,H.B,H.B.B7.d,774,774
766,"Beneficios en valores negociables","Beneficios en valores negociables",Revenue,Credit,,Yes,,H.B.B7.d,5,C,,,B,H.B.B7.d,766,766,775,775
7660,"Beneficios en valores negociables a largo plazo de empresas del grupo","Beneficios en valores negociables a largo plazo de empresas del grupo",Revenue,Credit,,Yes,,766,6,B,,,B,H.B.B7.d,766,7660,776,776
7661,"Beneficios en valores negociables a largo plazo de empresas asociadas","Beneficios en valores negociables a largo plazo de empresas asociadas",Revenue,Credit,,Yes,,766,6,B,,,B,H.B.B7.d,766,7661,777,777
7663,"Beneficios en valores negociables a largo plazo de otras empresas","Beneficios en valores negociables a largo plazo de otras empresas",Revenue,Credit,,Yes,,766,6,B,,,B,H.B.B7.d,766,7663,778,778
7665,"Beneficios en valores negociables a corto plazo de empresas del grupo","Beneficios en valores negociables a corto plazo de empresas del grupo",Revenue,Credit,,Yes,,766,6,B,,,B,H.B.B7.d,766,7665,779,779
7666,"Beneficios en valores negociables a corto plazo de empresas asociadas","Beneficios en valores negociables a corto plazo de empresas asociadas",Revenue,Credit,,Yes,,766,6,B,,,B,H.B.B7.d,766,7666,780,780
7668,"Beneficios en valores negociables a corto plazo de otras empresas","Beneficios en valores negociables a corto plazo de otras empresas",Revenue,Credit,,Yes,,766,6,B,,,B,H.B.B7.d,766,7668,781,781
H.B.B8,"B8. Diferencias positivas de cambio","B8. Diferencias positivas de cambio",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.B8,H.B,H.B.B8,782,782
768,"Diferencias positivas de cambio","Diferencias positivas de cambio",Revenue,Credit,,Yes,,H.B.B8,4,C,,,B,H.B.B8,768,768,783,783
7680,"Diferencias positivas de cambio","Diferencias positivas de cambio",Revenue,Credit,,Yes,,768,5,B,,,B,H.B.B8,768,7680,784,784
7681,"Diferencias positivas de cambio por la introducción del euro","Diferencias positivas de cambio por la introducción del euro",Revenue,Credit,,Yes,,768,5,B,,,B,H.B.B8,768,7681,785,785
H.B.BII,"BII. Resultados financieros negativos  ( A7+A8+A9-B5-B6-B7-B8 )","BII. Resultados financieros negativos  ( A7+A8+A9-B5-B6-B7-B8 )",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.BII,H.B,H.B.BII,786,786
H.B.BIII,"BIII. Perdidas de las actividades ordinarias ( BI + BII - AI - AII )","BIII. Perdidas de las actividades ordinarias ( BI + BII - AI - AII )",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.BIII,H.B,H.B.BIII,787,787
H.B.B9,"B9. Beneficios en enajenación de inmovilizado inmaterial, material y cartera de control","B9. Beneficios en enajenación de inmovilizado inmaterial, material y cartera de control",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.B9,H.B,H.B.B9,788,788
770,"Beneficios procedentes del inmovilizado inmaterial","Beneficios procedentes del inmovilizado inmaterial",Revenue,Credit,,Yes,,H.B.B9,4,C,,,B,H.B.B9,770,770,789,789
771,"Beneficios procedentes del inmovilizado material","Beneficios procedentes del inmovilizado material",Revenue,Credit,,Yes,,H.B.B9,4,C,,,B,H.B.B9,771,771,790,790
772,"Beneficios procedentes de participaciones en capital a largo plazo de empresas del grupo","Beneficios procedentes de participaciones en capital a largo plazo de empresas del grupo",Revenue,Credit,,Yes,,H.B.B9,4,C,,,B,H.B.B9,772,772,791,791
773,"Beneficios procedentes de participaciones en capital a largo plazo de empresas asociadas","Beneficios procedentes de participaciones en capital a largo plazo de empresas asociadas",Revenue,Credit,,Yes,,H.B.B9,4,C,,,B,H.B.B9,773,773,792,792
H.B.B10,"B10. Beneficios por operaciones con acciones y obligaciones propias","B10. Beneficios por operaciones con acciones y obligaciones propias",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.B10,H.B,H.B.B10,793,793
774,"Beneficios por operaciones con acciones y obligaciones propias","Beneficios por operaciones con acciones y obligaciones propias",Revenue,Credit,,Yes,,H.B.B10,4,C,,,B,H.B.B10,774,774,794,794
H.B.B11,"B11. Subvenciones de capital transferidas al resultado del ejercicio","B11. Subvenciones de capital transferidas al resultado del ejercicio",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.B11,H.B,H.B.B11,795,795
775,"Subvenciones de capital traspasadas al resultado del ejercicio","Subvenciones de capital traspasadas al resultado del ejercicio",Revenue,Credit,,Yes,,H.B.B11,4,C,,,B,H.B.B11,775,775,796,796
H.B.B12,"B12. Ingresos extraordinarios","B12. Ingresos extraordinarios",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.B12,H.B,H.B.B12,797,797
778,"Ingresos extraordinarios","Ingresos extraordinarios",Revenue,Credit,,Yes,,H.B.B12,4,C,,,B,H.B.B12,778,778,798,798
H.B.B13,"B13. Ingresos y beneficios de otros ejercicios","B13. Ingresos y beneficios de otros ejercicios",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.B13,H.B,H.B.B13,799,799
779,"Ingresos y beneficios de ejercicios anteriores","Ingresos y beneficios de ejercicios anteriores",Revenue,Credit,,Yes,,H.B.B13,4,C,,,B,H.B.B13,779,779,800,800
H.B.BIV,"BIV. Resultados extraordinarios negativos ( A10+A11+A12+A13+A14-B9-B10-B11-B12-B13 )","BIV. Resultados extraordinarios negativos ( A10+A11+A12+A13+A14-B9-B10-B11-B12-B13 )",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.BIV,H.B,H.B.BIV,801,801
H.B.BV,"BV. Perdidas antes de impuestos ( BIII + BIV - AIII - AIV )","BV. Perdidas antes de impuestos ( BIII + BIV - AIII - AIV )",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.BV,H.B,H.B.BV,802,802
H.B.BVI,"BVI. Resultados del ejercicio ( perdidas ) ( BV + A15 + A16 )","BVI. Resultados del ejercicio ( perdidas ) ( BV + A15 + A16 )",Revenue,Credit,,Yes,,H.B,3,E,,,B,H.B.BVI,H.B,H.B.BVI,803,803
O,"Otras cuentas","Otras cuentas",Memo,Natural,,Yes,,,1,E,,,B,O,O,O,804,804
900,"Cuenta de compensación de asientos","Cuenta de compensación de asientos",Memo,Natural,,Yes,,O,2,C,,,B,O,900,900,805,805
904,"Cuenta de cuadre","Cuenta de cuadre",Memo,Natural,,Yes,,O,2,C,,,B,O,904,904,806,806
905,"Cuenta de suspenso","Cuenta de suspenso",Memo,Natural,,Yes,,O,2,C,,,B,O,905,905,807,807
999,"Coste de productos vendidos","Coste de productos vendidos",Memo,Natural,,Yes,,O,2,C,,,B,O,999,999,808,808
10000,"Capital ordinario","Capital ordinario",Liability,Credit,,No,,1000,6,S,100,1000,B,O,100,10000,809,290
10010,"Capital privilegiado","Capital privilegiado",Liability,Credit,,No,,1001,6,S,100,1001,B,O,100,10010,810,291
10020,"Capital sin derecho a voto","Capital sin derecho a voto",Liability,Credit,,No,,1002,6,S,100,1002,B,O,100,10020,811,292
10030,"Capital con derechos restringidos","Capital con derechos restringidos",Liability,Credit,,No,,1003,6,S,100,1003,B,O,100,10030,812,293
10100,"Fondo social","Fondo social",Liability,Credit,,No,,101,5,S,101,#N/A,C,O,101,10100,813,294
10200,"Capital","Capital",Liability,Credit,,No,,102,5,S,102,#N/A,C,O,102,10200,814,295
11000,"Prima de emisión de acciones","Prima de emisión de acciones",Liability,Credit,,No,,110,5,S,110,#N/A,C,O,110,11000,815,297
11100,"Reservas de revalorización","Reservas de revalorización",Liability,Credit,,No,,111,5,S,111,#N/A,C,O,111,11100,816,299
11200,"Reserva legal","Reserva legal",Liability,Credit,,No,,112,6,S,112,#N/A,C,O,112,11200,817,302
11300,"Reservas especiales","Reservas especiales",Liability,Credit,,No,,113,6,S,113,#N/A,C,O,113,11300,818,310
11400,"Reservas para acciones de la sociedad dominante","Reservas para acciones de la sociedad dominante",Liability,Credit,,No,,114,6,S,114,#N/A,C,O,114,11400,819,306
11500,"Reservas para acciones propias","Reservas para acciones propias",Liability,Credit,,No,,115,6,S,115,#N/A,C,O,115,11500,820,304
11600,"Reservas estatutarias","Reservas estatutarias",Liability,Credit,,No,,116,6,S,116,#N/A,C,O,116,11600,821,308
11700,"Reservas voluntarias","Reservas voluntarias",Liability,Credit,,No,,117,6,S,117,#N/A,C,O,117,11700,822,311
11800,"Reserva por capital amortizado","Reserva por capital amortizado",Liability,Credit,,No,,118,6,S,118,#N/A,C,O,118,11800,823,312
11900,"Diferencias por ajuste del capital a euros","Diferencias por ajuste del capital a euros",Liability,Credit,,No,,119,6,S,119,#N/A,C,O,119,11900,824,313
12000,"Remanente","Remanente",Liability,Credit,,No,,120,6,S,120,#N/A,C,O,120,12000,825,316
12100,"Resultados negativos de ejercicios anteriores","Resultados negativos de ejercicios anteriores",Liability,Credit,,No,,121,6,S,121,#N/A,C,O,121,12100,826,318
12200,"Aportaciones de socios para compensación de pérdidas","Aportaciones de socios para compensación de pérdidas",Liability,Credit,,No,,122,6,S,122,#N/A,C,O,122,12200,827,320
12900,"Pérdidas y ganancias","Pérdidas y ganancias",Liability,Credit,Yes,No,RETAINEDEARNING_ACCT,129,5,S,129,#N/A,C,O,129,12900,828,322
13000,"Subvenciones del Estado","Subvenciones del Estado",Liability,Credit,,No,,1300,6,S,130,1300,B,O,130,13000,829,330
13010,"Subvenciones de otras Administraciones Públicas","Subvenciones de otras Administraciones Públicas",Liability,Credit,,No,,1301,6,S,130,1301,B,O,130,13010,830,331
13100,"Subvenciones de capital","Subvenciones de capital",Liability,Credit,,No,,131,5,S,131,#N/A,C,O,131,13100,831,332
13200,"Ingresos derivados de derechos sobre bienes cedidos o adscritos","Ingresos derivados de derechos sobre bienes cedidos o adscritos",Liability,Credit,,No,,132,5,S,132,#N/A,C,O,132,13200,832,334
13500,"Ingresos por intereses diferidos","Ingresos por intereses diferidos",Liability,Credit,,No,,135,5,S,135,#N/A,C,O,135,13500,833,338
13600,"Diferencias positivas en moneda extranjera","Diferencias positivas en moneda extranjera",Liability,Credit,,No,,136,5,S,136,#N/A,C,O,136,13600,834,336
13700,"Ingresos fiscales por diferencias permanentes a distribuir en varios ejercicios","Ingresos fiscales por diferencias permanentes a distribuir en varios ejercicios",Liability,Credit,,No,,137,5,S,137,#N/A,C,O,137,13700,835,340
13800,"Ingresos fiscales por deducciones y bonificaciones fiscales a distribuir en varios ejercicios","Ingresos fiscales por deducciones y bonificaciones fiscales a distribuir en varios ejercicios",Liability,Credit,,No,,138,5,S,138,#N/A,C,O,138,13800,836,341
14000,"Provisión para pensiones y obligaciones similares","Provisión para pensiones y obligaciones similares",Liability,Credit,,No,,140,5,S,140,#N/A,C,O,140,14000,837,344
14100,"Provisión para impuestos","Provisión para impuestos",Liability,Credit,,No,,141,5,S,141,#N/A,C,O,141,14100,838,346
14200,"Provisión para responsabilidades","Provisión para responsabilidades",Liability,Credit,,No,,142,5,S,142,#N/A,C,O,142,14200,839,348
14300,"Provisión para grandes reparaciones","Provisión para grandes reparaciones",Liability,Credit,,No,,143,5,S,143,#N/A,C,O,143,14300,840,349
14400,"Fondo de reversión","Fondo de reversión",Liability,Credit,,No,,144,5,S,144,#N/A,C,O,144,14400,841,351
15000,"Obligaciones y bonos simples","Obligaciones y bonos simples",Liability,Credit,,No,,1500,7,S,150,1500,B,O,150,15000,842,356
15010,"Obligaciones y bonos garantizados","Obligaciones y bonos garantizados",Liability,Credit,,No,,1501,7,S,150,1501,B,O,150,15010,843,357
15020,"Obligaciones y bonos subordinados","Obligaciones y bonos subordinados",Liability,Credit,,No,,1502,7,S,150,1502,B,O,150,15020,844,358
15030,"Obligaciones y bonos cupón cero","Obligaciones y bonos cupón cero",Liability,Credit,,No,,1503,7,S,150,1503,B,O,150,15030,845,359
15040,"Obligaciones y bonos con opción de adquisición de acciones","Obligaciones y bonos con opción de adquisición de acciones",Liability,Credit,,No,,1504,7,S,150,1504,B,O,150,15040,846,360
15050,"Obligaciones y bonos con participación en beneficios","Obligaciones y bonos con participación en beneficios",Liability,Credit,,No,,1505,7,S,150,1505,B,O,150,15050,847,361
15100,"Obligaciones y bonos convertibles","Obligaciones y bonos convertibles",Liability,Credit,,No,,151,6,S,151,#N/A,C,O,151,15100,848,363
15500,"Deudas representadas en otros valores negociables","Deudas representadas en otros valores negociables",Liability,Credit,,No,,155,6,S,155,#N/A,C,O,155,15500,849,365
16000,"Préstamos a largo plazo de empresas del grupo","Préstamos a largo plazo de empresas del grupo",Liability,Credit,,No,,1600,7,S,160,1600,B,O,160,16000,850,375
16080,"Deudas a largo plazo con empresas del grupo por efecto impositivo","Deudas a largo plazo con empresas del grupo por efecto impositivo",Liability,Credit,,No,,1608,7,S,160,1608,B,O,160,16080,851,376
16090,"Otras deudas a largo plazo con empresas del grupo","Otras deudas a largo plazo con empresas del grupo",Liability,Credit,,No,,1609,7,S,160,1609,B,O,160,16090,852,377
16100,"Deudas a largo plazo con empresas asociadas","Deudas a largo plazo con empresas asociadas",Liability,Credit,,No,,161,6,S,161,#N/A,C,O,161,16100,853,381
16200,"Deudas a largo plazo con entidades de crédito del grupo","Deudas a largo plazo con entidades de crédito del grupo",Liability,Credit,,No,,162,6,S,162,#N/A,C,O,162,16200,854,378
16300,"Deudas a largo plazo con entidades de crédito asociadas","Deudas a largo plazo con entidades de crédito asociadas",Liability,Credit,,No,,163,6,S,163,#N/A,C,O,163,16300,855,382
16400,"Proveedores de inmovilizado a largo plazo, empresas del grupo","Proveedores de inmovilizado a largo plazo, empresas del grupo",Liability,Credit,,No,,164,6,S,164,#N/A,C,O,164,16400,856,379
16500,"Proveedores de inmovilizado a largo plazo, empresas asociadas","Proveedores de inmovilizado a largo plazo, empresas asociadas",Liability,Credit,,No,,165,6,S,165,#N/A,C,O,165,16500,857,383
17000,"Préstamos a largo plazo de entidades de crédito","Préstamos a largo plazo de entidades de crédito",Liability,Credit,,No,,1700,7,S,170,1700,B,O,170,17000,858,369
17090,"Otras deudas a largo plazo con entidades de crédito","Otras deudas a largo plazo con entidades de crédito",Liability,Credit,,No,,1709,7,S,170,1709,B,O,170,17090,859,370
17100,"Deudas a largo plazo","Deudas a largo plazo",Liability,Credit,,No,,171,6,S,171,#N/A,C,O,171,17100,860,388
17200,"Deudas a largo plazo transformables en subvenciones","Deudas a largo plazo transformables en subvenciones",Liability,Credit,,No,,172,6,S,172,#N/A,C,O,172,17200,861,389
17300,"Proveedores de inmovilizado a largo plazo","Proveedores de inmovilizado a largo plazo",Liability,Credit,,No,,173,6,S,173,#N/A,C,O,173,17300,862,390
17400,"Efectos a pagar a largo plazo","Efectos a pagar a largo plazo",Liability,Credit,,No,,174,6,S,174,#N/A,C,O,174,17400,863,386
18000,"Fianzas recibidas a largo plazo","Fianzas recibidas a largo plazo",Liability,Credit,,No,,180,6,S,180,#N/A,C,O,180,18000,864,392
18500,"Depósitos recibidos a largo plazo","Depósitos recibidos a largo plazo",Liability,Credit,,No,,185,6,S,185,#N/A,C,O,185,18500,865,393
19000,"Accionistas por desembolsos no exigidos","Accionistas por desembolsos no exigidos",Asset,B,,No,,190,4,S,190,#N/A,C,O,190,19000,866,3
19100,"Accionistas por desembolsos no exigidos, empresas del grupo","Accionistas por desembolsos no exigidos, empresas del grupo",Asset,B,,No,,191,4,S,191,#N/A,C,O,191,19100,867,4
19200,"Accionistas por desembolsos no exigidos, empresas asociadas","Accionistas por desembolsos no exigidos, empresas asociadas",Asset,B,,No,,192,4,S,192,#N/A,C,O,192,19200,868,5
19300,"Accionistas por aportaciones no dineraria pendientes","Accionistas por aportaciones no dineraria pendientes",Asset,B,,No,,193,4,S,193,#N/A,C,O,193,19300,869,6
19400,"Accionistas por aportaciones no dinerarias pendientes, empresas del grupo","Accionistas por aportaciones no dinerarias pendientes, empresas del grupo",Asset,B,,No,,194,4,S,194,#N/A,C,O,194,19400,870,7
19500,"Accionistas por aportaciones no dinerarias pendientes, empresas asociadas","Accionistas por aportaciones no dinerarias pendientes, empresas asociadas",Asset,B,,No,,195,4,S,195,#N/A,C,O,195,19500,871,8
19600,"Socios, parte no desembolsada","Socios, parte no desembolsada",Asset,B,,No,,196,4,S,196,#N/A,C,O,196,19600,872,9
19800,"Acciones propias en situaciones especiales","Acciones propias en situaciones especiales",Asset,B,,No,,198,5,S,198,#N/A,C,O,198,19800,873,123
19900,"Acciones propias para reducción de capital","Acciones propias para reducción de capital",Liability,Credit,,No,,199,5,S,199,#N/A,C,O,199,19900,874,326
20000,"Gastos de constitución","Gastos de constitución",Asset,B,,No,,200,5,S,200,#N/A,C,O,200,20000,875,12
20100,"Gastos de primer establecimiento","Gastos de primer establecimiento",Asset,B,,No,,201,5,S,201,#N/A,C,O,201,20100,876,13
20200,"Gastos de ampliación de capital","Gastos de ampliación de capital",Asset,B,,No,,202,5,S,202,#N/A,C,O,202,20200,877,14
21000,"Gastos de investigación y desarrollo en proyectos no terminados","Gastos de investigación y desarrollo en proyectos no terminados",Asset,B,,No,,2100,7,S,210,2100,B,O,210,21000,878,18
21010,"Gastos de investigación y desarrollo en proyectos terminados","Gastos de investigación y desarrollo en proyectos terminados",Asset,B,,No,,2101,7,S,210,2101,B,O,210,21010,879,19
21100,"Concesiones administrativas","Concesiones administrativas",Asset,B,,No,,211,6,S,211,#N/A,C,O,211,21100,880,21
21200,"Propiedad industrial","Propiedad industrial",Asset,B,,No,,212,6,S,212,#N/A,C,O,212,21200,881,22
21300,"Fondo de comercio","Fondo de comercio",Asset,B,,No,,213,6,S,213,#N/A,C,O,213,21300,882,24
21400,"Derechos de traspaso","Derechos de traspaso",Asset,B,,No,,214,6,S,214,#N/A,C,O,214,21400,883,26
21500,"Aplicaciones informáticas","Aplicaciones informáticas",Asset,B,,No,,215,6,S,215,#N/A,C,O,215,21500,884,28
21700,"Derechos sobre bienes en régimen de arrendamiento financiero","Derechos sobre bienes en régimen de arrendamiento financiero",Asset,B,,No,,217,6,S,217,#N/A,C,O,217,21700,885,30
21900,"Anticipos para inmovilizaciones inmateriales","Anticipos para inmovilizaciones inmateriales",Asset,B,,No,,219,6,S,219,#N/A,C,O,219,21900,886,32
22000,"Terrenos y bienes naturales","Terrenos y bienes naturales",Asset,B,,No,,220,6,S,220,#N/A,C,O,220,22000,887,46
22100,"Construcciones","Construcciones",Asset,B,,No,,221,6,S,221,#N/A,C,O,221,22100,888,47
22200,"Instalaciones técnicas","Instalaciones técnicas",Asset,B,,No,,222,6,S,222,#N/A,C,O,222,22200,889,49
22300,"Maquinaria","Maquinaria",Asset,B,,No,,223,6,S,223,#N/A,C,O,223,22300,890,50
