[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],Nivel,Tipo,Cuenta de la subcuenta,Desglose de la subcuenta,C/D de la subcuenta,Ultimo epigrafe,Izquierda(3),Sin signo,Orden,Order parent
22400,"Utillaje","Utillaje",Asset,B,,No,,224,6,S,224,#N/A,C,O,224,22400,891,52
22500,"Otras instalaciones","Otras instalaciones",Asset,B,,No,,225,6,S,225,#N/A,C,O,225,22500,892,53
22600,"Mobiliario","Mobiliario",Asset,B,,No,,226,6,S,226,#N/A,C,O,226,22600,893,54
22700,"Equipos para procesos de información","Equipos para procesos de información",Asset,B,,No,,227,6,S,227,#N/A,C,O,227,22700,894,63
22800,"Elementos de transporte","Elementos de transporte",Asset,B,,No,,228,6,S,228,#N/A,C,O,228,22800,895,64
22900,"Otro inmovilizado material","Otro inmovilizado material",Asset,B,,No,,229,6,S,229,#N/A,C,O,229,22900,896,65
23000,"Adaptación de terrenos y de bienes naturales","Adaptación de terrenos y de bienes naturales",Asset,B,,No,,230,6,S,230,#N/A,C,O,230,23000,897,56
23100,"Construcciones en curso","Construcciones en curso",Asset,B,,No,,231,6,S,231,#N/A,C,O,231,23100,898,57
23200,"Instalaciones técnicas en montaje","Instalaciones técnicas en montaje",Asset,B,Yes,No,PJ_ASSET_ACCT,232,6,S,232,#N/A,C,O,232,23200,899,58
23300,"Maquinaria en montaje","Maquinaria en montaje",Asset,B,,No,,233,6,S,233,#N/A,C,O,233,23300,900,59
23700,"Equipos para procesos de información en montaje","Equipos para procesos de información en montaje",Asset,B,Yes,No,PJ_WIP_ACCT,237,6,S,237,#N/A,C,O,237,23700,901,60
23900,"Anticipos para inmovilizaciones materiales","Anticipos para inmovilizaciones materiales",Asset,B,,No,,239,6,S,239,#N/A,C,O,239,23900,902,61
24000,"Participaciones en empresas del grupo","Participaciones en empresas del grupo",Asset,B,,No,,240,6,S,240,#N/A,C,O,240,24000,903,81
24100,"Participaciones en empresas asociadas","Participaciones en empresas asociadas",Asset,B,,No,,241,6,S,241,#N/A,C,O,241,24100,904,88
24200,"Valores de renta fija de empresas del grupo","Valores de renta fija de empresas del grupo",Asset,B,,No,,242,6,S,242,#N/A,C,O,242,24200,905,83
24300,"Valores de renta fija de empresas asociadas","Valores de renta fija de empresas asociadas",Asset,B,,No,,243,6,S,243,#N/A,C,O,243,24300,906,90
24480,"Créditos a largo plazo con empresas del grupo por efecto impositivo","Créditos a largo plazo con empresas del grupo por efecto impositivo",Asset,B,,No,,2448,7,S,244,2448,B,O,244,24480,907,85
24500,"Créditos a largo plazo a empresas asociadas","Créditos a largo plazo a empresas asociadas",Asset,B,,No,,245,6,S,245,#N/A,C,O,245,24500,908,91
24600,"Intereses a largo plazo de inversiones financieras en empresas del grupo","Intereses a largo plazo de inversiones financieras en empresas del grupo",Asset,B,,No,,246,6,S,246,#N/A,C,O,246,24600,909,86
24700,"Intereses a largo plazo de inversiones financieras en empresas asociadas","Intereses a largo plazo de inversiones financieras en empresas asociadas",Asset,B,,No,,247,6,S,247,#N/A,C,O,247,24700,910,92
24800,"Desembolsos pendientes sobre acciones de empresas del grupo","Desembolsos pendientes sobre acciones de empresas del grupo",Liability,Credit,,No,,248,6,S,248,#N/A,C,O,248,24800,911,397
24900,"Desembolsos pendientes sobre acciones de empresas asociadas.","Desembolsos pendientes sobre acciones de empresas asociadas.",Liability,Credit,,No,,249,6,S,249,#N/A,C,O,249,24900,912,399
25000,"Inversiones financieras permanentes en acciones con cotización en un mercado secundario organizado","Inversiones financieras permanentes en acciones con cotización en un mercado secundario organizado",Asset,B,,No,,2500,7,S,250,2500,B,O,250,25000,913,95
25010,"Inversiones financieras permanentes en acciones sin cotización en un mercado secundario organizado","Inversiones financieras permanentes en acciones sin cotización en un mercado secundario organizado",Asset,B,,No,,2501,7,S,250,2501,B,O,250,25010,914,96
25020,"Otras inversiones financieras en capital","Otras inversiones financieras en capital",Asset,B,,No,,2502,7,S,250,2502,B,O,250,25020,915,97
25180,"Participaciones en Fondos de Inversión en Activos del Mercado Monetario a largo plazo","Participaciones en Fondos de Inversión en Activos del Mercado Monetario a largo plazo",Asset,B,,No,,2518,7,S,251,2518,B,O,251,25180,916,99
25200,"Créditos a largo plazo","Créditos a largo plazo",Asset,B,,No,,252,6,S,252,#N/A,C,O,252,25200,917,102
25300,"Créditos a largo plazo por enajenación de inmovilizado","Créditos a largo plazo por enajenación de inmovilizado",Asset,B,,No,,253,6,S,253,#N/A,C,O,253,25300,918,103
25400,"Créditos a largo plazo al personal","Créditos a largo plazo al personal",Asset,B,,No,,254,6,S,254,#N/A,C,O,254,25400,919,104
25600,"Intereses a largo plazo de valores de renta fija","Intereses a largo plazo de valores de renta fija",Asset,B,,No,,256,6,S,256,#N/A,C,O,256,25600,920,100
25700,"Intereses a largo plazo de créditos","Intereses a largo plazo de créditos",Asset,B,,No,,257,6,S,257,#N/A,C,O,257,25700,921,105
25800,"Imposiciones a largo plazo","Imposiciones a largo plazo",Asset,B,,No,,258,6,S,258,#N/A,C,O,258,25800,922,106
25900,"Desembolsos pendientes sobre acciones","Desembolsos pendientes sobre acciones",Liability,Credit,,No,,259,6,S,259,#N/A,C,O,259,25900,923,401
26000,"Fianzas constituidas a largo plazo","Fianzas constituidas a largo plazo",Asset,B,,No,,260,6,S,260,#N/A,C,O,260,26000,924,108
26500,"Depósitos constituidos a largo plazo","Depósitos constituidos a largo plazo",Asset,B,,No,,265,6,S,265,#N/A,C,O,265,26500,925,109
27000,"Gastos de formalización de deudas","Gastos de formalización de deudas",Asset,B,,No,,270,4,S,270,#N/A,C,O,270,27000,926,126
27100,"Gastos por intereses diferidos de valores negociables","Gastos por intereses diferidos de valores negociables",Asset,B,,No,,271,4,S,271,#N/A,C,O,271,27100,927,127
27200,"Gastos por intereses diferidos","Gastos por intereses diferidos",Asset,B,,No,,272,4,S,272,#N/A,C,O,272,27200,928,128
28100,"Amortización acumulada de gastos de investigación y desarrollo","Amortización acumulada de gastos de investigación y desarrollo",Asset,B,,No,,2810,7,S,281,2810,B,O,281,28100,929,37
28110,"Amortización acumulada de concesiones administrativas","Amortización acumulada de concesiones administrativas",Asset,B,,No,,2811,7,S,281,2811,B,O,281,28110,930,38
28120,"Amortización acumulada de propiedad industrial","Amortización acumulada de propiedad industrial",Asset,B,,No,,2812,7,S,281,2812,B,O,281,28120,931,39
28130,"Amortización acumulada de fondo de comercio","Amortización acumulada de fondo de comercio",Asset,B,,No,,2813,7,S,281,2813,B,O,281,28130,932,40
28140,"Amortización acumulada de derechos de traspaso","Amortización acumulada de derechos de traspaso",Asset,B,,No,,2814,7,S,281,2814,B,O,281,28140,933,41
28150,"Amortización acumulada de aplicaciones informáticas","Amortización acumulada de aplicaciones informáticas",Asset,B,,No,,2815,7,S,281,2815,B,O,281,28150,934,42
28170,"Amortización acumulada de derechos sobre bienes en régimen de arrendamiento financiero","Amortización acumulada de derechos sobre bienes en régimen de arrendamiento financiero",Asset,B,,No,,2817,7,S,281,2817,B,O,281,28170,935,43
28210,"Amortización acumulada de construcciones","Amortización acumulada de construcciones",Asset,B,,No,,2821,7,S,282,2821,B,O,282,28210,936,70
28220,"Amortización acumulada de instalaciones técnicas","Amortización acumulada de instalaciones técnicas",Asset,B,,No,,2822,7,S,282,2822,B,O,282,28220,937,71
28230,"Amortización acumulada de maquinaria","Amortización acumulada de maquinaria",Asset,B,,No,,2823,7,S,282,2823,B,O,282,28230,938,72
28240,"Amortización acumulada de utillaje","Amortización acumulada de utillaje",Asset,B,,No,,2824,7,S,282,2824,B,O,282,28240,939,73
28250,"Amortización acumulada de otras instalaciones","Amortización acumulada de otras instalaciones",Asset,B,,No,,2825,7,S,282,2825,B,O,282,28250,940,74
28260,"Amortización acumulada de mobiliario","Amortización acumulada de mobiliario",Asset,B,,No,,2826,7,S,282,2826,B,O,282,28260,941,75
28270,"Amortización acumulada de equipos para procesos de información","Amortización acumulada de equipos para procesos de información",Asset,B,,No,,2827,7,S,282,2827,B,O,282,28270,942,76
28280,"Amortización acumulada de elementos de transporte","Amortización acumulada de elementos de transporte",Asset,B,,No,,2828,7,S,282,2828,B,O,282,28280,943,77
28290,"Amortización acumulada de otro inmovilizado material","Amortización acumulada de otro inmovilizado material",Asset,B,,No,,2829,7,S,282,2829,B,O,282,28290,944,78
29100,"Provisión por depreciación del inmovilizado inmaterial","Provisión por depreciación del inmovilizado inmaterial",Asset,B,,No,,291,6,S,291,#N/A,C,O,291,29100,945,34
29200,"Provisión por depreciación del inmovilizado material","Provisión por depreciación del inmovilizado material",Asset,B,,No,,292,6,S,292,#N/A,C,O,292,29200,946,67
29300,"Provisión por depreciación de participaciones en capital a largo plazo de empresas del grupo","Provisión por depreciación de participaciones en capital a largo plazo de empresas del grupo",Asset,B,,No,,2930,7,S,293,2930,B,O,293,29300,947,112
29350,"Provisión por depreciación de valores de renta fija a largo plazo de empresas del grupo","Provisión por depreciación de valores de renta fija a largo plazo de empresas del grupo",Asset,B,,No,,2935,7,S,293,2935,B,O,293,29350,948,113
29410,"Provisión por depreciación de participaciones en capital a largo plazo de empresas asociadas","Provisión por depreciación de participaciones en capital a largo plazo de empresas asociadas",Asset,B,,No,,2941,7,S,294,2941,B,O,294,29410,949,115
29460,"Provisión por depreciación de valores de renta fija a largo plazo de empresas asociadas","Provisión por depreciación de valores de renta fija a largo plazo de empresas asociadas",Asset,B,,No,,2946,7,S,294,2946,B,O,294,29460,950,116
29500,"Provisión para insolvencias de créditos a largo plazo a empresas del grupo","Provisión para insolvencias de créditos a largo plazo a empresas del grupo",Asset,B,,No,,295,6,S,295,#N/A,C,O,295,29500,951,117
29600,"Provisión para insolvencias de créditos a largo plazo a empresas asociadas","Provisión para insolvencias de créditos a largo plazo a empresas asociadas",Asset,B,,No,,296,6,S,296,#N/A,C,O,296,29600,952,118
29700,"Provisión por depreciación de valores negociables a largo plazo","Provisión por depreciación de valores negociables a largo plazo",Asset,B,,No,,297,6,S,297,#N/A,C,O,297,29700,953,119
29800,"Provisión para insolvencias de créditos a largo plazo","Provisión para insolvencias de créditos a largo plazo",Asset,B,,No,,298,6,S,298,#N/A,C,O,298,29800,954,120
30000,"Mercaderías A","Mercaderías A",Asset,B,Yes,No,W_INVENTORY_ACCT,300,6,S,300,#N/A,C,O,300,30000,955,134
30100,"Mercaderías B","Mercaderías B",Asset,B,,No,,301,6,S,301,#N/A,C,O,301,30100,956,135
31000,"Materias primas A","Materias primas A",Asset,B,,No,,310,6,S,310,#N/A,C,O,310,31000,957,137
31100,"Materias primas B","Materias primas B",Asset,B,,No,,311,6,S,311,#N/A,C,O,311,31100,958,138
32000,"Elementos y conjuntos incorporables","Elementos y conjuntos incorporables",Asset,B,,No,,320,6,S,320,#N/A,C,O,320,32000,959,139
32100,"Combustibles","Combustibles",Asset,B,,No,,321,6,S,321,#N/A,C,O,321,32100,960,140
32200,"Repuestos","Repuestos",Asset,B,,No,,322,6,S,322,#N/A,C,O,322,32200,961,141
32500,"Materiales diversos","Materiales diversos",Asset,B,,No,,325,6,S,325,#N/A,C,O,325,32500,962,142
32600,"Embalajes","Embalajes",Asset,B,,No,,326,6,S,326,#N/A,C,O,326,32600,963,143
32700,"Envases","Envases",Asset,B,,No,,327,6,S,327,#N/A,C,O,327,32700,964,144
32800,"Material de oficina","Material de oficina",Asset,B,,No,,328,6,S,328,#N/A,C,O,328,32800,965,145
33000,"Productos en curso A","Productos en curso A",Asset,B,,No,,330,6,S,330,#N/A,C,O,330,33000,966,147
33100,"Productos en curso B","Productos en curso B",Asset,B,,No,,331,6,S,331,#N/A,C,O,331,33100,967,148
34000,"Productos semiterminados A","Productos semiterminados A",Asset,B,,No,,340,6,S,340,#N/A,C,O,340,34000,968,149
34100,"Productos semiterminados B","Productos semiterminados B",Asset,B,,No,,341,6,S,341,#N/A,C,O,341,34100,969,150
35000,"Productos terminados A","Productos terminados A",Asset,B,Yes,No,P_ASSET_ACCT,350,6,S,350,#N/A,C,O,350,35000,970,152
35100,"Productos terminados B","Productos terminados B",Asset,B,,No,,351,6,S,351,#N/A,C,O,351,35100,971,153
36000,"Subproductos A","Subproductos A",Asset,B,,No,,360,6,S,360,#N/A,C,O,360,36000,972,155
36100,"Subproductos B","Subproductos B",Asset,B,,No,,361,6,S,361,#N/A,C,O,361,36100,973,156
36500,"Residuos A","Residuos A",Asset,B,,No,,365,6,S,365,#N/A,C,O,365,36500,974,157
36600,"Residuos B","Residuos B",Asset,B,,No,,366,6,S,366,#N/A,C,O,366,36600,975,158
36800,"Materiales recuperados A","Materiales recuperados A",Asset,B,,No,,368,6,S,368,#N/A,C,O,368,36800,976,159
36900,"Materiales recuperados B","Materiales recuperados B",Asset,B,,No,,369,6,S,369,#N/A,C,O,369,36900,977,160
39000,"Provisión por depreciación de mercaderías","Provisión por depreciación de mercaderías",Asset,B,,No,,390,6,S,390,#N/A,C,O,390,39000,978,164
39100,"Provisión por depreciación de materias primas","Provisión por depreciación de materias primas",Asset,B,,No,,391,6,S,391,#N/A,C,O,391,39100,979,165
39200,"Provisión por depreciación de otros aprovisionamientos","Provisión por depreciación de otros aprovisionamientos",Asset,B,,No,,392,6,S,392,#N/A,C,O,392,39200,980,166
39300,"Provisión por depreciación de productos en curso","Provisión por depreciación de productos en curso",Asset,B,,No,,393,6,S,393,#N/A,C,O,393,39300,981,167
39400,"Provisión por depreciación de productos semiterminados","Provisión por depreciación de productos semiterminados",Asset,B,,No,,394,6,S,394,#N/A,C,O,394,39400,982,168
39500,"Provisión por depreciación de productos terminados","Provisión por depreciación de productos terminados",Asset,B,,No,,395,6,S,395,#N/A,C,O,395,39500,983,169
39600,"Provisión por depreciación de subproductos, residuos y materiales recuperados","Provisión por depreciación de subproductos, residuos y materiales recuperados",Asset,B,,No,,396,6,S,396,#N/A,C,O,396,39600,984,170
40000,"Proveedores (euros)","Proveedores (euros)",Liability,Credit,Yes,No,V_LIABILITY_ACCT,4000,7,S,400,4000,B,O,400,40000,985,453
40040,"Proveedores (moneda extranjera)","Proveedores (moneda extranjera)",Liability,Credit,,No,,4004,7,S,400,4004,B,O,400,40040,986,454
40090,"Proveedores, facturas pendientes de recibir o de formalizar","Proveedores, facturas pendientes de recibir o de formalizar",Liability,Credit,Yes,No,NOTINVOICEDRECEIPTS_ACCT,4009,7,S,400,4009,B,O,400,40090,987,455
40100,"Proveedores, efectos comerciales a pagar","Proveedores, efectos comerciales a pagar",Liability,Credit,Yes,No,B_PAYMENTSELECT_ACCT,401,6,S,401,#N/A,C,O,401,40100,988,463
40200,"Proveedores, empresas del grupo (euros)","Proveedores, empresas del grupo (euros)",Liability,Credit,,No,,4020,7,S,402,4020,B,O,402,40200,989,425
40210,"Efectos comerciales a pagar, empresas del grupo","Efectos comerciales a pagar, empresas del grupo",Liability,Credit,,No,,4021,7,S,402,4021,B,O,402,40210,990,426
40240,"Proveedores, empresas del grupo (moneda extranjera)","Proveedores, empresas del grupo (moneda extranjera)",Liability,Credit,,No,,4024,7,S,402,4024,B,O,402,40240,991,427
40260,"Envases y embalajes a devolver a proveedores, empresas del grupo","Envases y embalajes a devolver a proveedores, empresas del grupo",Liability,Credit,,No,,4026,7,S,402,4026,B,O,402,40260,992,428
40290,"Proveedores, empresas del grupo, facturas pendientes de recibir o de formalizar","Proveedores, empresas del grupo, facturas pendientes de recibir o de formalizar",Liability,Credit,,No,,4029,7,S,402,4029,B,O,402,40290,993,429
40300,"Proveedores, empresas asociadas","Proveedores, empresas asociadas",Liability,Credit,Yes,No,INTERCOMPANYDUETO_ACCT,403,6,S,403,#N/A,C,O,403,40300,994,442
40600,"Envases y embalajes a devolver a proveedores","Envases y embalajes a devolver a proveedores",Liability,Credit,,No,,406,6,S,406,#N/A,C,O,406,40600,995,456
40700,"Anticipos a proveedores","Anticipos a proveedores",Asset,B,Yes,No,V_PREPAYMENT_ACCT,407,6,S,407,#N/A,C,O,407,40700,996,162
41000,"Acreedores por prestaciones de servicios (euros)","Acreedores por prestaciones de servicios (euros)",Liability,Credit,Yes,No,V_LIABILITY_SERVICES_ACCT,4100,7,S,410,4100,B,O,410,41000,997,458
41040,"Acreedores por prestaciones de servicios (moneda extranjera)","Acreedores por prestaciones de servicios (moneda extranjera)",Liability,Credit,,No,,4104,7,S,410,4104,B,O,410,41040,998,459
41090,"Acreedores por prestaciones de servicios, facturas pendientes de recibir o de formalizar","Acreedores por prestaciones de servicios, facturas pendientes de recibir o de formalizar",Liability,Credit,,No,,4109,7,S,410,4109,B,O,410,41090,999,460
41100,"Acreedores, efectos comerciales a pagar","Acreedores, efectos comerciales a pagar",Liability,Credit,,No,,411,6,S,411,#N/A,C,O,411,41100,1000,464
41900,"Acreedores por operaciones en común","Acreedores por operaciones en común",Liability,Credit,,No,,419,6,S,419,#N/A,C,O,419,41900,1001,461
43000,"Clientes (euros)","Clientes (euros)",Asset,B,Yes,No,C_RECEIVABLE_ACCT,4300,7,S,430,4300,B,O,430,43000,1002,174
43040,"Clientes (moneda extranjera)","Clientes (moneda extranjera)",Asset,B,,No,,4304,7,S,430,4304,B,O,430,43040,1003,175
43090,"Clientes, facturas pendientes de formalizar","Clientes, facturas pendientes de formalizar",Asset,B,Yes,No,NOTINVOICEDRECEIVABLES_ACCT,4309,7,S,430,4309,B,O,430,43090,1004,176
43100,"Efectos comerciales en cartera","Efectos comerciales en cartera",Asset,B,,No,,4310,7,S,431,4310,B,O,431,43100,1005,178
43110,"Efectos comerciales descontados","Efectos comerciales descontados",Asset,B,,No,,4311,7,S,431,4311,B,O,431,43110,1006,179
43120,"Efectos comerciales en gestión de cobro","Efectos comerciales en gestión de cobro",Asset,B,,No,,4312,7,S,431,4312,B,O,431,43120,1007,180
43150,"Efectos comerciales impagados","Efectos comerciales impagados",Asset,B,,No,,4315,7,S,431,4315,B,O,431,43150,1008,181
43200,"Clientes, empresas del grupo (euros)","Clientes, empresas del grupo (euros)",Asset,B,,No,,4320,7,S,432,4320,B,O,432,43200,1009,186
43210,"Efectos comerciales a cobrar, empresas del grupo","Efectos comerciales a cobrar, empresas del grupo",Asset,B,,No,,4321,7,S,432,4321,B,O,432,43210,1010,187
43240,"Clientes, empresas del grupo (moneda extranjera)","Clientes, empresas del grupo (moneda extranjera)",Asset,B,,No,,4324,7,S,432,4324,B,O,432,43240,1011,188
43260,"Envases y embalajes a devolver a clientes, empresas del grupo","Envases y embalajes a devolver a clientes, empresas del grupo",Asset,B,,No,,4326,7,S,432,4326,B,O,432,43260,1012,189
43290,"Clientes, empresas del grupo, facturas pendientes de formalizar","Clientes, empresas del grupo, facturas pendientes de formalizar",Asset,B,,No,,4329,7,S,432,4329,B,O,432,43290,1013,190
